;species;Genus;Family;Order;body_mass;gen_length;dispersal
1074;Capra_falconeri;Capra;Bovidae;Cetartiodactyla;10.90234157;7.845807503;NA
1075;Capra_ibex;Capra;Bovidae;Cetartiodactyla;11.14975562;7.992584122;NA
1076;Capra_nubiana;Capra;Bovidae;Cetartiodactyla;10.77402163;7.979338895;NA
1077;Capra_pyrenaica;Capra;Bovidae;Cetartiodactyla;11.01696826;7.812685726;NA
1078;Capra_sibirica;Capra;Bovidae;Cetartiodactyla;11.77528973;7.963886791;NA
1079;Capra_walie;Capra;Bovidae;Cetartiodactyla;11.51436443;7.578844077;NA
1080;Capreolus_capreolus;Capreolus;Cervidae;Cetartiodactyla;10.02135992;7.755934894;NA
1081;Capreolus_pygargus;Capreolus;Cervidae;Cetartiodactyla;10.63033616;8.027412201;NA
1082;Capricornis_crispus;Capricornis;Bovidae;Cetartiodactyla;10.6696677;8.050586017;NA
1083;Capricornis_milneedwardsii;Capricornis;Bovidae;Cetartiodactyla;11.62625415;7.845807503;NA
1084;Capricornis_rubidus;Capricornis;Bovidae;Cetartiodactyla;11.81303006;7.845807503;NA
1085;Capricornis_sumatraensis;Capricornis;Bovidae;Cetartiodactyla;11.61676462;7.845807503;NA
1086;Capricornis_swinhoei;Capricornis;Bovidae;Cetartiodactyla;9.928180165;7.792341699;NA
1087;Capricornis_thar;Capricornis;Bovidae;Cetartiodactyla;11.62625415;7.845807503;NA
1088;Caprolagus_hispidus;Caprolagus;Leporidae;Lagomorpha;7.822841285;7.006984949;NA
1089;Capromys_pilorides;Capromys;Capromyidae;Rodentia;8.556413905;7.447066936;NA
1090;Caracal_aurata;Caracal;Felidae;Carnivora;9.425451752;7.509335266;NA
85;Caracal_caracal;Caracal;Felidae;Carnivora;9.389689181;7.714151901;11.40756495
1091;Cardiocranius_paradoxus;Cardiocranius;Dipodidae;Rodentia;5.28227734;6.589359877;NA
1092;Cardioderma_cor;Cardioderma;Megadermatidae;Chiroptera;3.275256158;7.593777739;NA
1096;Carollia_brevicauda;Carollia;Phyllostomidae;Chiroptera;2.95647156;7.521607705;NA
1093;Carollia_castanea;Carollia;Phyllostomidae;Chiroptera;2.57261223;7.521607705;NA
1094;Carollia_manu;Carollia;Phyllostomidae;Chiroptera;2.757157775;7.521607705;NA
1095;Carollia_perspicillata;Carollia;Phyllostomidae;Chiroptera;2.95647156;7.521607705;NA
1097;Carollia_sowelli;Carollia;Phyllostomidae;Chiroptera;2.757157775;7.521607705;NA
1098;Carollia_subrufa;Carollia;Phyllostomidae;Chiroptera;2.762538386;7.521607705;NA
1099;Carpitalpa_arendsi;Carpitalpa;Chrysochloridae;Afrosoricida;3.957760897;6.943660486;NA
1100;Carpomys_melanurus;Carpomys;Muridae;Rodentia;4.812184355;6.460892748;NA
1101;Carpomys_phaeurus;Carpomys;Muridae;Rodentia;4.812184355;6.460892748;NA
1102;Carterodon_sulcidens;Carterodon;Echimyidae;Rodentia;4.734442522;6.605310896;NA
1103;Caryomys_eva;Caryomys;Cricetidae;Rodentia;3.113515309;6.379085218;NA
1104;Caryomys_inez;Caryomys;Cricetidae;Rodentia;3.157000421;6.379085218;NA
1105;Casinycteris_argynnis;Casinycteris;Pteropodidae;Chiroptera;3.342154841;7.348452949;NA
86;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;10.81756664
87;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;9.807496814
88;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;8.941724054
89;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;8.987196821
90;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;8.160518247
91;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;9.781474709
92;Castor_canadensis;Castor;Castoridae;Rodentia;9.805014927;7.885178645;9.106346034
1106;Castor_fiber;Castor;Castoridae;Rodentia;9.852194258;8.099895858;NA
1107;Catagonus_wagneri;Catagonus;Tayassuidae;Cetartiodactyla;10.47915665;7.29366373;NA
1108;Cavia_aperea;Cavia;Caviidae;Rodentia;6.262216612;6.637818949;NA
1109;Cavia_fulgida;Cavia;Caviidae;Rodentia;5.643678551;6.637818949;NA
1110;Cavia_intermedia;Cavia;Caviidae;Rodentia;6.339860943;6.637818949;NA
1111;Cavia_magna;Cavia;Caviidae;Rodentia;6.13120475;6.637818949;NA
1112;Cavia_tschudii;Cavia;Caviidae;Rodentia;6.907755279;6.627983769;NA
1113;Cebuella_pygmaea;Cebuella;Callitrichidae;Primates;4.820281566;7.774966517;NA
1114;Cebus_albifrons;Cebus;Cebidae;Primates;7.827910534;8.614075408;NA
1115;Cebus_apella;Cebus;Cebidae;Primates;7.92239883;8.607947555;NA
1116;Cebus_capucinus;Cebus;Cebidae;Primates;8.008362244;8.82391878;NA
1117;Cebus_cay;Cebus;Cebidae;Primates;7.950451127;8.607947555;NA
1118;Cebus_flavius;Cebus;Cebidae;Primates;7.824046011;8.670785881;NA
1119;Cebus_kaapori;Cebus;Cebidae;Primates;8.006367568;8.672486076;NA
1120;Cebus_libidinosus;Cebus;Cebidae;Primates;7.992944547;8.670785881;NA
1121;Cebus_macrocephalus;Cebus;Cebidae;Primates;7.950451127;8.607947555;NA
1122;Cebus_nigritus;Cebus;Cebidae;Primates;7.992944547;8.672486076;NA
1123;Cebus_olivaceus;Cebus;Cebidae;Primates;7.932950639;8.734286477;NA
1124;Cebus_robustus;Cebus;Cebidae;Primates;7.950451127;8.672486076;NA
1125;Cebus_xanthosternos;Cebus;Cebidae;Primates;8.02289687;8.672486076;NA
1126;Centronycteris_centralis;Centronycteris;Emballonuridae;Chiroptera;3.135494216;6.670005575;NA
1127;Centronycteris_maximiliani;Centronycteris;Emballonuridae;Chiroptera;3.135494216;6.670005575;NA
1128;Centurio_senex;Centurio;Phyllostomidae;Chiroptera;3.139399623;7.632535008;NA
1129;Cephalophus_adersi;Cephalophus;Bovidae;Cetartiodactyla;9.132373425;6.555482062;NA
1130;Cephalophus_callipygus;Cephalophus;Bovidae;Cetartiodactyla;9.856355588;7.568599414;NA
1131;Cephalophus_dorsalis;Cephalophus;Bovidae;Cetartiodactyla;9.903487553;7.76752988;NA
1132;Cephalophus_harveyi;Cephalophus;Bovidae;Cetartiodactyla;9.581910825;7.689886764;NA
1133;Cephalophus_jentinki;Cephalophus;Bovidae;Cetartiodactyla;11.13443631;7.509335266;NA
1134;Cephalophus_leucogaster;Cephalophus;Bovidae;Cetartiodactyla;9.488630225;6.729609591;NA
1135;Cephalophus_natalensis;Cephalophus;Bovidae;Cetartiodactyla;9.451285334;7.544795845;NA
1136;Cephalophus_niger;Cephalophus;Bovidae;Cetartiodactyla;9.857146188;7.359738978;NA
1137;Cephalophus_nigrifrons;Cephalophus;Bovidae;Cetartiodactyla;9.593991271;7.786541424;NA
1138;Cephalophus_ogilbyi;Cephalophus;Bovidae;Cetartiodactyla;9.819367628;7.583486681;NA
1139;Cephalophus_rufilatus;Cephalophus;Bovidae;Cetartiodactyla;9.402164139;7.479230352;NA
1140;Cephalophus_silvicultor;Cephalophus;Bovidae;Cetartiodactyla;11.03499611;7.730150776;NA
1141;Cephalophus_spadix;Cephalophus;Bovidae;Cetartiodactyla;10.94829497;6.869832204;NA
1142;Cephalophus_weynsi;Cephalophus;Bovidae;Cetartiodactyla;9.740968623;7.633436604;NA
1143;Cephalophus_zebra;Cephalophus;Bovidae;Cetartiodactyla;9.658529664;7.509335266;NA
1144;Cephalorhynchus_commersonii;Cephalorhynchus;Delphinidae;Cetartiodactyla;11.18996158;8.175654542;NA
1145;Cephalorhynchus_eutropia;Cephalorhynchus;Delphinidae;Cetartiodactyla;10.71441777;8.538954683;NA
1146;Cephalorhynchus_heavisidii;Cephalorhynchus;Delphinidae;Cetartiodactyla;10.59663448;8.405022875;NA
1147;Cephalorhynchus_hectori;Cephalorhynchus;Delphinidae;Cetartiodactyla;10.81977808;8.464846711;NA
1148;Ceratotherium_simum;Ceratotherium;Rhinocerotidae;Perissodactyla;14.64228744;8.834241693;NA
1149;Cercartetus_caudatus;Cercartetus;Burramyidae;Diprotodontia;3.137665769;6.505589721;NA
1150;Cercartetus_concinnus;Cercartetus;Burramyidae;Diprotodontia;2.770085592;6.77157713;NA
1151;Cercartetus_lepidus;Cercartetus;Burramyidae;Diprotodontia;2.083184528;6.77157713;NA
1152;Cercartetus_nanus;Cercartetus;Burramyidae;Diprotodontia;3.290265821;6.981474311;NA
1153;Cercocebus_agilis;Cercocebus;Cercopithecidae;Primates;8.868641299;8.158356389;NA
1154;Cercocebus_atys;Cercocebus;Cercopithecidae;Primates;8.845235712;8.097121931;NA
1155;Cercocebus_chrysogaster;Cercocebus;Cercopithecidae;Primates;9.170559502;8.158356389;NA
1156;Cercocebus_galeritus;Cercocebus;Cercopithecidae;Primates;8.864698624;8.270608276;NA
1157;Cercocebus_sanjei;Cercocebus;Cercopithecidae;Primates;8.987196821;8.158356389;NA
1158;Cercocebus_torquatus;Cercocebus;Cercopithecidae;Primates;8.894679861;8.097121931;NA
1159;Cercopithecus_ascanius;Cercopithecus;Cercopithecidae;Primates;8.1719498;8.39948734;NA
1160;Cercopithecus_campbelli;Cercopithecus;Cercopithecidae;Primates;8.196362387;8.3522735;NA
1161;Cercopithecus_cephus;Cercopithecus;Cercopithecidae;Primates;8.14464435;8.393515944;NA
1162;Cercopithecus_diana;Cercopithecus;Cercopithecidae;Primates;8.379977305;8.097121931;NA
1163;Cercopithecus_dryas;Cercopithecus;Cercopithecidae;Primates;7.931665573;8.262334865;NA
1164;Cercopithecus_erythrogaster;Cercopithecus;Cercopithecidae;Primates;8.14464435;8.097121931;NA
1165;Cercopithecus_erythrotis;Cercopithecus;Cercopithecidae;Primates;8.08794141;8.097121931;NA
1166;Cercopithecus_hamlyni;Cercopithecus;Cercopithecidae;Primates;8.610683535;8.202482447;NA
1167;Cercopithecus_lhoesti;Cercopithecus;Cercopithecidae;Primates;8.576870541;8.202482447;NA
1168;Cercopithecus_mitis;Cercopithecus;Cercopithecidae;Primates;8.777339614;8.500488542;NA
1169;Cercopithecus_mona;Cercopithecus;Cercopithecidae;Primates;8.289079811;8.262334865;NA
1170;Cercopithecus_neglectus;Cercopithecus;Cercopithecidae;Primates;8.580077846;8.350488573;NA
1171;Cercopithecus_nictitans;Cercopithecus;Cercopithecidae;Primates;8.567298681;8.360371613;NA
1172;Cercopithecus_petaurista;Cercopithecus;Cercopithecidae;Primates;8.081372994;8.262334865;NA
1173;Cercopithecus_pogonias;Cercopithecus;Cercopithecidae;Primates;8.182634722;8.294104014;NA
1174;Cercopithecus_preussi;Cercopithecus;Cercopithecidae;Primates;8.543361787;8.097121931;NA
1175;Cercopithecus_sclateri;Cercopithecus;Cercopithecidae;Primates;8.028549715;8.097121931;NA
1176;Cercopithecus_solatus;Cercopithecus;Cercopithecidae;Primates;8.567298681;8.262334865;NA
93;Cerdocyon_thous;Cerdocyon;Canidae;Carnivora;8.655503646;7.333132551;7.972466016
94;Cerdocyon_thous;Cerdocyon;Canidae;Carnivora;8.655503646;7.333132551;7.770645234
1177;Cerradomys_andersoni;Cerradomys;Cricetidae;Rodentia;3.610917913;6.379085218;NA
1178;Cerradomys_maracajuensis;Cerradomys;Cricetidae;Rodentia;3.721306308;6.379085218;NA
1179;Cerradomys_marinhus;Cerradomys;Cricetidae;Rodentia;3.721306308;6.379085218;NA
1180;Cerradomys_scotti;Cerradomys;Cricetidae;Rodentia;3.610917913;6.379085218;NA
1181;Cerradomys_subflavus;Cerradomys;Cricetidae;Rodentia;3.9111226;6.379085218;NA
1182;Cerradomys_vivoi;Cerradomys;Cricetidae;Rodentia;3.9111226;6.379085218;NA
1183;Cervus_elaphus;Cervus;Cervidae;Cetartiodactyla;12.39200061;8.55822987;NA
1184;Cervus_nippon;Cervus;Cervidae;Cetartiodactyla;10.878047;8.16029146;NA
1185;Chacodelphys_formosa;Chacodelphys;Didelphidae;Didelphimorphia;3.091042453;6.465895899;NA
1186;Chaetocauda_sichuanensis;Chaetocauda;Gliridae;Rodentia;3.450304956;6.778926213;NA
1187;Chaetodipus_arenarius;Chaetodipus;Heteromyidae;Rodentia;3.135494216;6.895308893;NA
1188;Chaetodipus_artus;Chaetodipus;Heteromyidae;Rodentia;1.171526382;6.895308893;NA
1189;Chaetodipus_baileyi;Chaetodipus;Heteromyidae;Rodentia;3.347796605;6.895308893;NA
1190;Chaetodipus_californicus;Chaetodipus;Heteromyidae;Rodentia;3.135928904;6.895308893;NA
1191;Chaetodipus_dalquesti;Chaetodipus;Heteromyidae;Rodentia;1.398286176;6.895308893;NA
1192;Chaetodipus_eremicus;Chaetodipus;Heteromyidae;Rodentia;1.398286176;6.895308893;NA
1193;Chaetodipus_fallax;Chaetodipus;Heteromyidae;Rodentia;2.95438931;6.937968527;NA
1194;Chaetodipus_formosus;Chaetodipus;Heteromyidae;Rodentia;2.996731774;6.850748007;NA
1195;Chaetodipus_goldmani;Chaetodipus;Heteromyidae;Rodentia;3.135494216;6.895308893;NA
1196;Chaetodipus_hispidus;Chaetodipus;Heteromyidae;Rodentia;3.617383452;6.895308893;NA
1197;Chaetodipus_intermedius;Chaetodipus;Heteromyidae;Rodentia;2.70404218;6.895308893;NA
1198;Chaetodipus_lineatus;Chaetodipus;Heteromyidae;Rodentia;3.135494216;6.895308893;NA
1199;Chaetodipus_nelsoni;Chaetodipus;Heteromyidae;Rodentia;2.742773637;6.895308893;NA
1200;Chaetodipus_penicillatus;Chaetodipus;Heteromyidae;Rodentia;2.745345986;6.895308893;NA
1201;Chaetodipus_pernix;Chaetodipus;Heteromyidae;Rodentia;2.833213344;6.895308893;NA
1202;Chaetodipus_rudinoris;Chaetodipus;Heteromyidae;Rodentia;1.398286176;6.895308893;NA
1203;Chaetodipus_spinatus;Chaetodipus;Heteromyidae;Rodentia;2.793616089;6.895308893;NA
1204;Chaetomys_subspinosus;Chaetomys;Erethizontidae;Rodentia;7.170111851;8.013530196;NA
1205;Chaetophractus_nationi;Chaetophractus;Dasypodidae;Cingulata;7.654462184;7.286191715;NA
1206;Chaetophractus_vellerosus;Chaetophractus;Dasypodidae;Cingulata;6.835356614;7.286191715;NA
1207;Chaetophractus_villosus;Chaetophractus;Dasypodidae;Cingulata;8.383158815;7.286191715;NA
1208;Chalinolobus_dwyeri;Chalinolobus;Vespertilionidae;Chiroptera;2.16791019;7.628147848;NA
1209;Chalinolobus_gouldii;Chalinolobus;Vespertilionidae;Chiroptera;2.656054906;7.626407526;NA
1210;Chalinolobus_morio;Chalinolobus;Vespertilionidae;Chiroptera;2.187174241;7.628147848;NA
1211;Chalinolobus_neocaledonicus;Chalinolobus;Vespertilionidae;Chiroptera;2.31944221;7.626407526;NA
1212;Chalinolobus_nigrogriseus;Chalinolobus;Vespertilionidae;Chiroptera;2.173614712;7.628147848;NA
1213;Chalinolobus_picatus;Chalinolobus;Vespertilionidae;Chiroptera;2.31944221;7.626407526;NA
1214;Chalinolobus_tuberculatus;Chalinolobus;Vespertilionidae;Chiroptera;2.31944221;7.626407526;NA
1215;Cheirogaleus_adipicaudatus;Cheirogaleus;Cheirogaleidae;Primates;5.298317367;7.712868453;NA
1216;Cheirogaleus_crossleyi;Cheirogaleus;Cheirogaleidae;Primates;5.991464547;7.712868453;NA
1217;Cheirogaleus_major;Cheirogaleus;Cheirogaleidae;Primates;6.100363794;7.543798156;NA
1218;Cheirogaleus_medius;Cheirogaleus;Cheirogaleidae;Primates;5.281984712;7.857445274;NA
1219;Cheirogaleus_minusculus;Cheirogaleus;Cheirogaleidae;Primates;5.835266773;7.712868453;NA
1220;Cheirogaleus_ravus;Cheirogaleus;Cheirogaleidae;Primates;6.148468296;7.712868453;NA
1221;Cheirogaleus_sibreei;Cheirogaleus;Cheirogaleidae;Primates;5.835266773;7.712868453;NA
1222;Cheiromeles_parvidens;Cheiromeles;Molossidae;Chiroptera;5.132439862;7.263969439;NA
1223;Cheiromeles_torquatus;Cheiromeles;Molossidae;Chiroptera;5.132439862;7.263969439;NA
1224;Chelemys_delfini;Chelemys;Cricetidae;Rodentia;4.10915107;6.379085218;NA
1225;Chelemys_macronyx;Chelemys;Cricetidae;Rodentia;4.262539022;6.379085218;NA
1226;Chelemys_megalonyx;Chelemys;Cricetidae;Rodentia;3.927896355;6.379085218;NA
1227;Chibchanomys_orcesi;Chibchanomys;Cricetidae;Rodentia;3.911822985;6.379085218;NA
1228;Chibchanomys_trichotis;Chibchanomys;Cricetidae;Rodentia;3.911822985;6.379085218;NA
1229;Chilomys_instans;Chilomys;Cricetidae;Rodentia;2.944438979;6.379085218;NA
1230;Chilonatalus_micropus;Chilonatalus;Natalidae;Chiroptera;1.286474026;7.635560389;NA
1231;Chilonatalus_tumidifrons;Chilonatalus;Natalidae;Chiroptera;1.286474026;7.635560389;NA
1232;Chimarrogale_hantu;Chimarrogale;Soricidae;Eulipotyphla;4.007151351;5.938308878;NA
1233;Chimarrogale_himalayica;Chimarrogale;Soricidae;Eulipotyphla;3.511545439;5.938308878;NA
1234;Chimarrogale_phaeura;Chimarrogale;Soricidae;Eulipotyphla;3.433987204;5.938308878;NA
1235;Chimarrogale_platycephalus;Chimarrogale;Soricidae;Eulipotyphla;3.592368554;5.938308878;NA
1236;Chimarrogale_styani;Chimarrogale;Soricidae;Eulipotyphla;3.250374492;5.938308878;NA
1237;Chimarrogale_sumatrana;Chimarrogale;Soricidae;Eulipotyphla;3.401197382;5.938308878;NA
1238;Chinchilla_chinchilla;Chinchilla;Chinchillidae;Rodentia;6.214588098;7.509335266;NA
1239;Chinchilla_lanigera;Chinchilla;Chinchillidae;Rodentia;6.174369267;7.509335266;NA
1240;Chinchillula_sahamae;Chinchillula;Cricetidae;Rodentia;5.134267855;6.641475247;NA
1241;Chionomys_gud;Chionomys;Cricetidae;Rodentia;4.537961436;6.379085218;NA
1242;Chionomys_nivalis;Chionomys;Cricetidae;Rodentia;3.737907685;6.379085218;NA
1243;Chionomys_roberti;Chionomys;Cricetidae;Rodentia;4.537961436;6.379085218;NA
1244;Chiroderma_doriae;Chiroderma;Phyllostomidae;Chiroptera;2.990719732;7.632535008;NA
1245;Chiroderma_improvisum;Chiroderma;Phyllostomidae;Chiroptera;3.566429294;7.632535008;NA
1246;Chiroderma_salvini;Chiroderma;Phyllostomidae;Chiroptera;3.269568939;7.632535008;NA
1247;Chiroderma_trinitatum;Chiroderma;Phyllostomidae;Chiroptera;2.632608006;7.632535008;NA
1248;Chiroderma_villosum;Chiroderma;Phyllostomidae;Chiroptera;3.17010566;7.632535008;NA
1249;Chiromyscus_chiropus;Chiromyscus;Muridae;Rodentia;4.354141431;6.436790614;NA
1250;Chironax_melanocephalus;Chironax;Pteropodidae;Chiroptera;2.87356464;7.348452949;NA
1251;Chironectes_minimus;Chironectes;Didelphidae;Didelphimorphia;6.881750055;6.737409828;NA
1252;Chiropodomys_calamianensis;Chiropodomys;Muridae;Rodentia;3.363841595;6.14636384;NA
1253;Chiropodomys_gliroides;Chiropodomys;Muridae;Rodentia;3.16463081;6.14636384;NA
1254;Chiropodomys_karlkoopmani;Chiropodomys;Muridae;Rodentia;3.370738174;6.14636384;NA
1255;Chiropodomys_major;Chiropodomys;Muridae;Rodentia;3.363841595;6.14636384;NA
1256;Chiropodomys_muroides;Chiropodomys;Muridae;Rodentia;3.363841595;6.14636384;NA
1257;Chiropodomys_pusillus;Chiropodomys;Muridae;Rodentia;3.363841595;6.14636384;NA
1258;Chiropotes_albinasus;Chiropotes;Pitheciidae;Primates;7.934946751;8.202482447;NA
1259;Chiropotes_chiropotes;Chiropotes;Pitheciidae;Primates;7.958576904;8.202482447;NA
1260;Chiropotes_satanas;Chiropotes;Pitheciidae;Primates;7.995397617;8.202482447;NA
1261;Chiropotes_utahickae;Chiropotes;Pitheciidae;Primates;7.958576904;8.202482447;NA
1262;Chiruromys_forbesi;Chiruromys;Muridae;Rodentia;4.655387902;6.460892748;NA
1263;Chiruromys_lamia;Chiruromys;Muridae;Rodentia;3.854393893;6.436790614;NA
1264;Chiruromys_vates;Chiruromys;Muridae;Rodentia;3.816832818;6.436790614;NA
1265;Chlamyphorus_truncatus;Chlamyphorus;Dasypodidae;Cingulata;4.425205849;7.512733415;NA
95;Chlorocebus_aethiops;Chlorocebus;Cercopithecidae;Primates;8.215003727;8.419245687;6.214608098
1266;Chlorocebus_cynosuros;Chlorocebus;Cercopithecidae;Primates;8.357024439;8.419245687;NA
1267;Chlorocebus_djamdjamensis;Chlorocebus;Cercopithecidae;Primates;8.357024439;8.419245687;NA
1268;Chlorocebus_pygerythrus;Chlorocebus;Cercopithecidae;Primates;8.29404964;8.419245687;NA
1269;Chlorocebus_sabaeus;Chlorocebus;Cercopithecidae;Primates;8.68270763;8.419245687;NA
1270;Chlorocebus_tantalus;Chlorocebus;Cercopithecidae;Primates;8.29404964;8.419245687;NA
1271;Chlorotalpa_duthieae;Chlorotalpa;Chrysochloridae;Afrosoricida;2.844618644;6.943660486;NA
1272;Chlorotalpa_sclateri;Chlorotalpa;Chrysochloridae;Afrosoricida;3.645449896;6.943660486;NA
1273;Chodsigoa_caovansunga;Chodsigoa;Soricidae;Eulipotyphla;2.273458628;6.056573498;NA
1274;Chodsigoa_hypsibia;Chodsigoa;Soricidae;Eulipotyphla;2.098918204;6.056573498;NA
1275;Chodsigoa_lamula;Chodsigoa;Soricidae;Eulipotyphla;2.098918204;6.056573498;NA
1276;Chodsigoa_parca;Chodsigoa;Soricidae;Eulipotyphla;2.079441542;6.056573498;NA
1277;Chodsigoa_parva;Chodsigoa;Soricidae;Eulipotyphla;2.273458628;6.056573498;NA
1278;Chodsigoa_salenskii;Chodsigoa;Soricidae;Eulipotyphla;1.702928256;6.056573498;NA
1279;Chodsigoa_smithii;Chodsigoa;Soricidae;Eulipotyphla;2.931726944;5.938308878;NA
1280;Chodsigoa_sodalis;Chodsigoa;Soricidae;Eulipotyphla;2.273458628;6.056573498;NA
1281;Choeroniscus_godmani;Choeroniscus;Phyllostomidae;Chiroptera;2.066862759;7.632535008;NA
1282;Choeroniscus_minor;Choeroniscus;Phyllostomidae;Chiroptera;2.155244505;7.632535008;NA
1283;Choeroniscus_periosus;Choeroniscus;Phyllostomidae;Chiroptera;2.112029731;7.632535008;NA
1284;Choeronycteris_mexicana;Choeronycteris;Phyllostomidae;Chiroptera;2.848391686;7.632535008;NA
1285;Choeropsis_liberiensis;Choeropsis;Hippopotamidae;Cetartiodactyla;12.33490552;8.529702363;NA
1286;Choloepus_didactylus;Choloepus;Megalonychidae;Pilosa;8.801845679;8.448778742;NA
1287;Choloepus_hoffmanni;Choloepus;Megalonychidae;Pilosa;8.681605328;8.536132269;NA
1288;Chrotogale_owstoni;Chrotogale;Viverridae;Carnivora;8.091844713;7.509335266;NA
1289;Chrotomys_gonzalesi;Chrotomys;Muridae;Rodentia;4.943069975;6.460892748;NA
1290;Chrotomys_mindorensis;Chrotomys;Muridae;Rodentia;5.023748933;6.460892748;NA
1291;Chrotomys_sibuyanensis;Chrotomys;Muridae;Rodentia;4.940141296;6.460892748;NA
1292;Chrotomys_silaceus;Chrotomys;Muridae;Rodentia;4.744932128;6.460892748;NA
1293;Chrotomys_whiteheadi;Chrotomys;Muridae;Rodentia;5.023748933;6.460892748;NA
1294;Chrotopterus_auritus;Chrotopterus;Phyllostomidae;Chiroptera;4.360036617;7.632535008;NA
1295;Chrysochloris_asiatica;Chrysochloris;Chrysochloridae;Afrosoricida;3.615232914;6.943660486;NA
1296;Chrysochloris_stuhlmanni;Chrysochloris;Chrysochloridae;Afrosoricida;4.021056766;6.943660486;NA
1297;Chrysochloris_visagiei;Chrysochloris;Chrysochloridae;Afrosoricida;3.111067872;6.943660486;NA
1298;Chrysocyon_brachyurus;Chrysocyon;Canidae;Carnivora;10.05728103;7.616938542;NA
1299;Chrysospalax_trevelyani;Chrysospalax;Chrysochloridae;Afrosoricida;6.073136696;6.965064614;NA
1300;Chrysospalax_villosus;Chrysospalax;Chrysochloridae;Afrosoricida;4.685366728;6.965064614;NA
1301;Cistugo_lesueuri;Cistugo;Vespertilionidae;Chiroptera;2.320319291;7.626407526;NA
1302;Cistugo_seabrae;Cistugo;Vespertilionidae;Chiroptera;2.320319291;7.626407526;NA
1303;Civettictis_civetta;Civettictis;Viverridae;Carnivora;9.39894051;8.084729202;NA
1304;Cloeotis_percivali;Cloeotis;Hipposideridae;Chiroptera;1.425515074;7.514377655;NA
1305;Clyomys_bishopi;Clyomys;Echimyidae;Rodentia;3.401197382;6.605310896;NA
1306;Clyomys_laticeps;Clyomys;Echimyidae;Rodentia;5.303304908;6.605310896;NA
1308;Coccymys_ruemmleri;Coccymys;Muridae;Rodentia;3.391147046;6.436790614;NA
1309;Coelops_frithii;Coelops;Hipposideridae;Chiroptera;2.017566138;7.514377655;NA
1310;Coelops_hirsutus;Coelops;Hipposideridae;Chiroptera;1.947337701;7.514377655;NA
1311;Coelops_robinsoni;Coelops;Hipposideridae;Chiroptera;1.871802177;7.514377655;NA
1312;Coendou_bicolor;Coendou;Erethizontidae;Rodentia;8.410162393;8.016968446;NA
5274;Coendou_ichillus;Coendou;Erethizontidae;Rodentia;7.061706143;8.013530196;NA
5275;Coendou_insidiosus;Coendou;Erethizontidae;Rodentia;6.906073866;8.013530196;NA
5276;Coendou_melanurus;Coendou;Erethizontidae;Rodentia;7.549609165;8.013530196;NA
5277;Coendou_mexicanus;Coendou;Erethizontidae;Rodentia;7.60090246;8.013530196;NA
1313;Coendou_nycthemera;Coendou;Erethizontidae;Rodentia;8.006360901;8.016968446;NA
1314;Coendou_prehensilis;Coendou;Erethizontidae;Rodentia;8.322685687;8.016968446;NA
5278;Coendou_pruinosus;Coendou;Erethizontidae;Rodentia;3.398694251;8.013530196;NA
1315;Coendou_quichua;Coendou;Erethizontidae;Rodentia;8.132168007;8.016968446;NA
5279;Coendou_roosmalenorum;Coendou;Erethizontidae;Rodentia;7.061706143;8.013530196;NA
1316;Coendou_rothschildi;Coendou;Erethizontidae;Rodentia;7.60090246;8.016968446;NA
1866;Coendou_rufescens;Coendou;Erethizontidae;Rodentia;6.723580005;8.013530196;NA
1317;Coendou_sanctamartae;Coendou;Erethizontidae;Rodentia;8.132168007;8.016968446;NA
5280;Coendou_spinosus;Coendou;Erethizontidae;Rodentia;6.621112666;8.013530196;NA
5281;Coendou_vestitus;Coendou;Erethizontidae;Rodentia;6.601230119;8.013530196;NA
5282;Coendou_villosus;Coendou;Erethizontidae;Rodentia;7.467376781;8.013530196;NA
1318;Coleura_afra;Coleura;Emballonuridae;Chiroptera;2.368372834;6.670005575;NA
1319;Coleura_seychellensis;Coleura;Emballonuridae;Chiroptera;2.364620484;6.670005575;NA
1320;Colobus_angolensis;Colobus;Cercopithecidae;Primates;9.10390261;8.25968947;NA
1321;Colobus_guereza;Colobus;Cercopithecidae;Primates;9.202900767;8.413958193;NA
1322;Colobus_polykomos;Colobus;Cercopithecidae;Primates;9.082198998;8.202482447;NA
1323;Colobus_satanas;Colobus;Cercopithecidae;Primates;9.111107709;8.202482447;NA
1324;Colobus_vellerosus;Colobus;Cercopithecidae;Primates;8.948998984;8.202482447;NA
1325;Colomys_goslingi;Colomys;Muridae;Rodentia;4.135166557;6.436790614;NA
1326;Condylura_cristata;Condylura;Talpidae;Eulipotyphla;3.874321138;6.325507228;NA
1327;Conepatus_chinga;Conepatus;Mephitidae;Carnivora;7.558777533;7.183605126;NA
1328;Conepatus_humboldtii;Conepatus;Mephitidae;Carnivora;7.000890368;7.172151836;NA
1329;Conepatus_leuconotus;Conepatus;Mephitidae;Carnivora;8.099830588;7.065645828;NA
