MSW3_ID,genus,species,binomial,MSWFamilyLatin,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_Source,Diet_Certainty,ForStrat_Value,ForStrat_Certainty,BodyMass_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,Activity_Source,Activity_Certainty,,BodyMass_Source,BodyMass_SpecLevel
1848,Chiropodomys,major,Chiropodomys_major,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,42,1,0,0,Ref_1,ABC,,Ref_117,1
1849,Chiropodomys,gliroides,Chiropodomys_gliroides,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,21.5,1,0,0,Ref_1,ABC,,Ref_117,1
1850,Chiropodomys,karlkoopmani,Chiropodomys_karlkoopmani,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,29.1,1,0,0,Ref_1,ABC,,Ref_117,1
1851,Chiruromys,forbesi,Chiruromys_forbesi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,105.15,1,0,0,Ref_3,D2,,Ref_117,1
1852,Chiruromys,lamia,Chiruromys_lamia,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,47.2,1,0,0,Ref_3,D2,,Ref_117,1
1853,Chiruromys,vates,Chiruromys_vates,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,45.55,1,0,0,Ref_3,D2,,Ref_117,1
1854,Chrotomys,silaceus,Chrotomys_silaceus,Muridae,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,85.13,1,0,0,Ref_3,D2,,Ref_178,2
1855,Chrotomys,whiteheadi,Chrotomys_whiteheadi,Muridae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,140.67,1,0,0,Ref_3,D2,,Ref_117,1
1856,Chrotomys,gonzalesi,Chrotomys_gonzalesi,Muridae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,140.2,1,0,0,Ref_3,D2,,Ref_117,1
1857,Chrotomys,mindorensis,Chrotomys_mindorensis,Muridae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,151.98,1,0,0,Ref_3,D2,,Ref_58,1
1858,Brassomys,albidens,Brassomys_albidens,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,S,A,40.4,1,0,0,Ref_3,D2,,Ref_178,2
1859,Coccymys,ruemmleri,Coccymys_ruemmleri,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,S,A,29.7,1,0,0,Ref_3,D2,,Ref_117,1
1860,Colomys,goslingi,Colomys_goslingi,Muridae,80,0,0,0,10,0,0,0,0,10,Ref_1,ABC,G,A,62.5,1,0,0,Ref_1,ABC,,Ref_117,1
1861,Conilurus,penicillatus,Conilurus_penicillatus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,153.5,1,0,0,Ref_1,ABC,,Ref_117,1
1862,Crateromys,schadenbergi,Crateromys_schadenbergi,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,Ar,A,1050,1,1,0,Ref_1,ABC,,Ref_117,1
1863,Crateromys,paulus,Crateromys_paulus,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,Ar,A,401,1,1,0,Ref_1,ABC,,Ref_117,1
1864,Crateromys,australis,Crateromys_australis,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,Ar,A,445,1,1,0,Ref_1,ABC,,Ref_117,1
1865,Crateromys,heaneyi,Crateromys_heaneyi,Muridae,0,0,0,0,0,0,50,0,0,50,Ref_2,D1,Ar,A,572.22,1,1,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1866,Cremnomys,cutchicus,Cremnomys_cutchicus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,59.8,1,0,0,Ref_1,ABC,,Ref_117,1
1867,Cremnomys,elvira,Cremnomys_elvira,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,77.1,1,0,0,Ref_1,ABC,,Ref_117,1
1868,Crossomys,moncktoni,Crossomys_moncktoni,Muridae,60,0,40,0,0,0,0,0,0,0,Ref_1,ABC,G,A,165,0,0,1,Ref_1,ABC,,Ref_117,1
1869,Crunomys,fallax,Crunomys_fallax,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,37.5,0,0,1,Ref_1,ABC,,Ref_117,1
1870,Crunomys,melanius,Crunomys_melanius,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,42.5,0,0,1,Ref_1,ABC,,Ref_117,1
1871,Crunomys,suncoides,Crunomys_suncoides,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,44.42,0,0,1,Ref_1,ABC,,"Ref_2, Ref_3",0
1872,Crunomys,celebensis,Crunomys_celebensis,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,55,0,0,1,Ref_1,ABC,,Ref_117,1
1873,Dacnomys,millardi,Dacnomys_millardi,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,73.99,1,0,0,Ref_1,ABC,,Ref_178,2
1874,Dasymys,rwandae,Dasymys_rwandae,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,102.35,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
1875,Dasymys,sua,Dasymys_sua,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,102.35,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
1876,Dasymys,rufulus,Dasymys_rufulus,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,82.99,1,0,0,Ref_1,ABC,,Ref_142,1
1877,Dasymys,nudipes,Dasymys_nudipes,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,100.18,1,0,0,Ref_1,ABC,,Ref_178,2
1878,Dasymys,incomtus,Dasymys_incomtus,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,138.3,1,0,0,Ref_1,ABC,,Ref_117,1
1879,Dasymys,foxi,Dasymys_foxi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,116.59,1,0,0,Ref_1,ABC,,Ref_142,1
1880,Dasymys,alleni,Dasymys_alleni,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,102.35,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
1881,Dasymys,cabrali,Dasymys_cabrali,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,102.35,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
1882,Dasymys,montanus,Dasymys_montanus,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,82,1,0,0,Ref_1,ABC,,Ref_142,1
1883,Dephomys,eburneae,Dephomys_eburneae,Muridae,10,0,0,0,0,0,90,0,0,0,Ref_1,ABC,Ar,A,52.5,1,0,0,Ref_1,ABC,,Ref_58,1
1884,Dephomys,defua,Dephomys_defua,Muridae,10,0,0,0,0,0,90,0,0,0,Ref_1,ABC,Ar,A,43.05,1,0,0,Ref_1,ABC,,Ref_117,1
1885,Desmomys,yaldeni,Desmomys_yaldeni,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,90,1,0,0,Ref_3,D2,,"Ref_2, Ref_3",0
1886,Desmomys,harringtoni,Desmomys_harringtoni,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,90,1,0,0,Ref_3,D2,,Ref_117,1
1887,Diomys,crumpi,Diomys_crumpi,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,73.85,1,0,0,Ref_1,ABC,,Ref_178,2
1888,Diplothrix,legata,Diplothrix_legata,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,76.52,1,0,0,Ref_3,D2,,Ref_178,2
1889,Echiothrix,centrosa,Echiothrix_centrosa,Muridae,90,0,0,0,0,0,0,0,0,10,Ref_2,D1,G,A,71.33,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1890,Echiothrix,leucura,Echiothrix_leucura,Muridae,90,0,0,0,0,0,0,0,0,10,Ref_1,ABC,G,A,63.68,1,0,0,Ref_1,ABC,,Ref_178,2
1891,Eropeplus,canus,Eropeplus_canus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,B,73.96,1,0,0,Ref_3,D2,,Ref_178,2
1892,Golunda,ellioti,Golunda_ellioti,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,60.88,1,1,0,Ref_1,ABC,,Ref_117,1
1893,Grammomys,aridulus,Grammomys_aridulus,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,46.77,1,0,0,Ref_1,ABC,,Ref_178,2
1894,Grammomys,kuru,Grammomys_kuru,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_2,D1,Ar,A,46.67,1,0,0,Ref_1,ABC,,Ref_178,2
1895,Grammomys,buntingi,Grammomys_buntingi,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,46.76,1,0,0,Ref_1,ABC,,Ref_178,2
1896,Grammomys,caniceps,Grammomys_caniceps,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,46.77,1,0,0,Ref_1,ABC,,Ref_178,2
1897,Grammomys,cometes,Grammomys_cometes,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,48.5,1,0,0,Ref_1,ABC,,Ref_117,1
1898,Grammomys,dolichurus,Grammomys_dolichurus,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,41.18,1,0,0,Ref_1,ABC,,Ref_117,1
1899,Grammomys,dryas,Grammomys_dryas,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,47.48,1,0,0,Ref_1,ABC,,Ref_178,2
1900,Grammomys,ibeanus,Grammomys_ibeanus,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,41.2,1,0,0,Ref_1,ABC,,Ref_117,1
1901,Grammomys,macmillani,Grammomys_macmillani,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,36,1,0,0,Ref_1,ABC,,Ref_117,1
1902,Grammomys,minnae,Grammomys_minnae,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,36,1,0,0,Ref_1,ABC,,Ref_117,1
1903,Grammomys,poensis,Grammomys_poensis,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,50.03,1,0,0,Ref_1,ABC,,Ref_58,1
1904,Grammomys,gigas,Grammomys_gigas,Muridae,10,0,0,0,0,0,20,0,20,50,Ref_1,ABC,Ar,A,47.05,1,0,0,Ref_1,ABC,,Ref_178,2
1905,Hadromys,humei,Hadromys_humei,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,59,1,0,0,Ref_3,D2,,Ref_117,1
1906,Hadromys,yunnanensis,Hadromys_yunnanensis,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,59,1,0,0,Ref_3,D2,,"Ref_2, Ref_3",0
1907,Haeromys,minahassae,Haeromys_minahassae,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,Ar,A,14.7,1,0,0,Ref_3,D2,,Ref_117,1
1908,Haeromys,pusillus,Haeromys_pusillus,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,Ar,A,10.4,1,0,0,Ref_3,D2,,Ref_117,1
1909,Haeromys,margarettae,Haeromys_margarettae,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,Ar,A,12.7,1,0,0,Ref_3,D2,,Ref_117,1
1910,Hapalomys,delacouri,Hapalomys_delacouri,Muridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,64.3,1,0,0,Ref_1,ABC,,Ref_117,1
1911,Hapalomys,longicaudatus,Hapalomys_longicaudatus,Muridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,70,1,0,0,Ref_1,ABC,,Ref_117,1
1912,Heimyscus,fumosus,Heimyscus_fumosus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,14.25,1,0,0,Ref_1,ABC,,Ref_117,1
1913,Hybomys,lunaris,Hybomys_lunaris,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,54.1,0,0,1,Ref_1,ABC,,Ref_178,2
1914,Hybomys,badius,Hybomys_badius,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,51.22,0,0,1,Ref_1,ABC,,"Ref_2, Ref_3",0
1915,Hybomys,basilii,Hybomys_basilii,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,54.18,0,0,1,Ref_1,ABC,,Ref_178,2
1916,Hybomys,univittatus,Hybomys_univittatus,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,47.6,0,0,1,Ref_1,ABC,,Ref_117,1
1917,Hybomys,trivirgatus,Hybomys_trivirgatus,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,56.9,1,1,1,Ref_1,ABC,,Ref_117,1
1918,Hybomys,planifrons,Hybomys_planifrons,Muridae,40,0,0,0,0,0,40,0,0,20,Ref_1,ABC,G,A,49.6,1,1,1,Ref_1,ABC,,Ref_117,1
1919,Hydromys,neobritannicus,Hydromys_neobritannicus,Muridae,50,10,10,30,0,0,0,0,0,0,Ref_1,ABC,G,A,135.43,1,1,1,Ref_2,D1,,Ref_178,2
1920,Hydromys,hussoni,Hydromys_hussoni,Muridae,50,10,10,30,0,0,0,0,0,0,Ref_1,ABC,G,A,141.87,1,1,1,Ref_2,D1,,Ref_178,2
1921,Hydromys,habbema,Hydromys_habbema,Muridae,50,10,10,30,0,0,0,0,0,0,Ref_1,ABC,G,A,136.19,1,1,1,Ref_2,D1,,Ref_178,2
1922,Hydromys,chrysogaster,Hydromys_chrysogaster,Muridae,50,10,10,30,0,0,0,0,0,0,Ref_1,ABC,G,A,479.75,1,1,1,Ref_1,ABC,,Ref_117,1
1923,Hydromys,shawmayeri,Hydromys_shawmayeri,Muridae,50,10,10,30,0,0,0,0,0,0,Ref_1,ABC,G,A,141.42,1,1,1,Ref_2,D1,,Ref_178,2
1924,Hylomyscus,parvus,Hylomyscus_parvus,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,14.5,1,0,0,Ref_1,ABC,,Ref_117,1
1925,Hylomyscus,stella,Hylomyscus_stella,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,20.05,1,0,0,Ref_1,ABC,,Ref_117,1
1926,Hylomyscus,grandis,Hylomyscus_grandis,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_2,D1,Ar,A,21.09,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1927,Hylomyscus,denniae,Hylomyscus_denniae,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,36,1,0,0,Ref_1,ABC,,Ref_117,1
1928,Hylomyscus,baeri,Hylomyscus_baeri,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,21.09,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1929,Hylomyscus,alleni,Hylomyscus_alleni,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,19.95,1,0,0,Ref_1,ABC,,Ref_117,1
1930,Hylomyscus,aeta,Hylomyscus_aeta,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,20,1,0,0,Ref_1,ABC,,Ref_117,1
1931,Hylomyscus,carillus,Hylomyscus_carillus,Muridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,21.56,1,0,0,Ref_1,ABC,,Ref_178,2
1932,Hyomys,goliath,Hyomys_goliath,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,817.5,1,0,0,Ref_1,ABC,,Ref_117,1
1933,Hyomys,dammermani,Hyomys_dammermani,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,932.5,1,0,0,Ref_2,D1,,Ref_117,1
1934,Kadarsanomys,sodyi,Kadarsanomys_sodyi,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,79.09,1,0,0,Ref_3,D2,,Ref_178,2
1935,Komodomys,rintjanus,Komodomys_rintjanus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,73.85,1,0,0,Ref_3,D2,,Ref_178,2
1936,Lamottemys,okuensis,Lamottemys_okuensis,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,75.89,1,0,0,Ref_3,D2,,Ref_178,2
1937,Leggadina,lakedownensis,Leggadina_lakedownensis,Muridae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,17.5,1,0,0,Ref_1,ABC,,Ref_117,1
1938,Leggadina,forresti,Leggadina_forresti,Muridae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,20,1,0,0,Ref_1,ABC,,Ref_117,1
1939,Lemniscomys,linulus,Lemniscomys_linulus,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,44.45,0,0,1,Ref_1,ABC,,Ref_178,2
1940,Lemniscomys,mittendorfi,Lemniscomys_mittendorfi,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,41.85,0,0,1,Ref_1,ABC,,Ref_58,1
1941,Lemniscomys,rosalia,Lemniscomys_rosalia,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,59.3,0,0,1,Ref_1,ABC,,Ref_117,1
1942,Lemniscomys,roseveari,Lemniscomys_roseveari,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,44.73,0,0,1,Ref_1,ABC,,Ref_178,2
1943,Lemniscomys,zebra,Lemniscomys_zebra,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_2,D1,G,A,41.16,0,0,1,Ref_1,ABC,,"Ref_2, Ref_3",0
1944,Lemniscomys,hoogstraali,Lemniscomys_hoogstraali,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,44.92,0,0,1,Ref_1,ABC,,Ref_178,2
1945,Lemniscomys,griselda,Lemniscomys_griselda,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,58,0,0,1,Ref_1,ABC,,Ref_117,1
1946,Lemniscomys,striatus,Lemniscomys_striatus,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,38.13,1,1,1,Ref_1,ABC,,Ref_117,1
1947,Lemniscomys,barbarus,Lemniscomys_barbarus,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,33.43,1,1,1,Ref_1,ABC,,Ref_117,1
1948,Lemniscomys,macculus,Lemniscomys_macculus,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,26.5,0,0,1,Ref_1,ABC,,Ref_117,1
1949,Lemniscomys,bellieri,Lemniscomys_bellieri,Muridae,10,0,0,0,0,0,0,0,30,60,Ref_1,ABC,G,A,46.47,0,0,1,Ref_1,ABC,,Ref_178,2
1950,Lenomys,meyeri,Lenomys_meyeri,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,B,74.17,1,0,0,Ref_3,D2,,Ref_178,2
1951,Lenothrix,canus,Lenothrix_canus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,135,1,0,0,Ref_3,D2,,Ref_117,1
1952,Leopoldamys,milleti,Leopoldamys_milleti,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_2,D1,G,A,336.38,1,0,0,Ref_3,D2,,"Ref_2, Ref_3",0
1953,Leopoldamys,edwardsi,Leopoldamys_edwardsi,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,300,1,0,0,Ref_3,D2,,Ref_117,1
1954,Leopoldamys,sabanus,Leopoldamys_sabanus,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,338.33,1,0,0,Ref_3,D2,,Ref_117,1
1955,Leopoldamys,siporanus,Leopoldamys_siporanus,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,576,1,0,0,Ref_3,D2,,Ref_117,1
1956,Leopoldamys,ciliatus,Leopoldamys_ciliatus,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_2,D1,G,A,336.38,1,0,0,Ref_3,D2,,"Ref_2, Ref_3",0
1957,Leopoldamys,neilli,Leopoldamys_neilli,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,219,1,0,0,Ref_3,D2,,Ref_117,1
1958,Leporillus,conditor,Leporillus_conditor,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,350,1,0,0,Ref_1,ABC,,Ref_117,1
1959,Leptomys,ernstmayri,Leptomys_ernstmayri,Muridae,50,0,0,0,50,0,0,0,0,0,Ref_1,ABC,G,A,42.85,1,0,0,Ref_3,D2,,Ref_117,1
1960,Leptomys,signatus,Leptomys_signatus,Muridae,50,0,0,0,50,0,0,0,0,0,Ref_1,ABC,G,A,52.04,1,0,0,Ref_3,D2,,Ref_178,2
1961,Leptomys,elegans,Leptomys_elegans,Muridae,50,0,0,0,50,0,0,0,0,0,Ref_1,ABC,G,A,84.75,1,0,0,Ref_3,D2,,Ref_117,1
1962,Limnomys,sibuanus,Limnomys_sibuanus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,60,1,0,0,Ref_3,D2,,Ref_157,1
1963,Limnomys,bryophilus,Limnomys_bryophilus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,64.1,1,0,0,Ref_3,D2,,Ref_158,1
1964,Lorentzimys,nouhuysi,Lorentzimys_nouhuysi,Muridae,40,0,0,0,0,0,0,0,0,60,Ref_1,ABC,Ar,A,14.2,1,1,1,Ref_1,ABC,,Ref_117,1
1965,Macruromys,elegans,Macruromys_elegans,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,277.9,1,0,0,Ref_2,D1,,Ref_178,2
1966,Macruromys,major,Macruromys_major,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,350,1,0,0,Ref_1,ABC,,Ref_117,1
1967,Madromys,blanfordi,Madromys_blanfordi,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,71.33,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1968,Malacomys,cansdalei,Malacomys_cansdalei,Muridae,50,0,0,0,0,0,20,0,20,10,Ref_1,ABC,G,A,68.39,1,0,0,Ref_1,ABC,,Ref_178,2
1969,Malacomys,edwardsi,Malacomys_edwardsi,Muridae,50,0,0,0,0,0,20,0,20,10,Ref_1,ABC,G,A,64.95,1,0,0,Ref_1,ABC,,Ref_117,1
1970,Malacomys,longipes,Malacomys_longipes,Muridae,50,0,0,0,0,0,20,0,20,10,Ref_1,ABC,G,A,95.6,1,0,0,Ref_1,ABC,,Ref_117,1
1971,Mallomys,rothschildi,Mallomys_rothschildi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,1157.5,1,0,0,Ref_1,ABC,,Ref_117,1
1972,Mallomys,gunung,Mallomys_gunung,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,2000,1,0,0,Ref_2,D1,,Ref_117,1
1973,Mallomys,istapantap,Mallomys_istapantap,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,1950,1,0,0,Ref_2,D1,,Ref_117,1
1974,Mallomys,aroaensis,Mallomys_aroaensis,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,1664,1,0,0,Ref_2,D1,,Ref_117,1
1975,Mammelomys,lanosus,Mammelomys_lanosus,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,117.1,1,0,0,Ref_1,ABC,,Ref_58,1
1976,Mammelomys,rattoides,Mammelomys_rattoides,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,209.49,1,0,0,Ref_1,ABC,,Ref_58,1
1977,Margaretamys,beccarii,Margaretamys_beccarii,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,70.35,1,0,0,Ref_3,D2,,Ref_117,1
1978,Margaretamys,elegans,Margaretamys_elegans,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,121,1,0,0,Ref_3,D2,,Ref_117,1
1979,Margaretamys,parvus,Margaretamys_parvus,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,32.1,1,0,0,Ref_3,D2,,Ref_117,1
1980,Mastacomys,fuscus,Mastacomys_fuscus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,125.72,1,0,0,Ref_3,D2,,Ref_58,1
1981,Mastomys,shortridgei,Mastomys_shortridgei,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,46.5,1,0,0,Ref_1,ABC,,Ref_117,1
1982,Mastomys,pernanus,Mastomys_pernanus,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,52.33,1,0,0,Ref_1,ABC,,Ref_178,2
1983,Mastomys,natalensis,Mastomys_natalensis,Muridae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,54.54,1,0,0,Ref_1,ABC,,Ref_117,1
1984,Mastomys,kollmannspergeri,Mastomys_kollmannspergeri,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,55.39,1,0,0,Ref_1,ABC,,Ref_178,2
1985,Mastomys,huberti,Mastomys_huberti,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_2,D1,G,A,49.89,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1986,Mastomys,erythroleucus,Mastomys_erythroleucus,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,56.15,1,0,0,Ref_1,ABC,,Ref_117,1
1987,Mastomys,awashensis,Mastomys_awashensis,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_2,D1,G,A,49.89,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
1988,Mastomys,coucha,Mastomys_coucha,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,43.5,1,0,0,Ref_1,ABC,,Ref_117,1
1989,Maxomys,wattsi,Maxomys_wattsi,Muridae,10,0,0,0,10,0,30,0,20,30,Ref_1,ABC,G,A,147,1,0,0,Ref_1,ABC,,Ref_117,1
1990,Maxomys,moi,Maxomys_moi,Muridae,10,0,0,0,10,0,30,0,20,30,Ref_1,ABC,G,A,147,1,0,0,Ref_1,ABC,,Ref_117,1
1991,Maxomys,alticola,Maxomys_alticola,Muridae,10,0,0,0,10,0,30,0,20,30,Ref_1,ABC,G,A,90,1,0,0,Ref_1,ABC,,Ref_117,1
1992,Maxomys,baeodon,Maxomys_baeodon,Muridae,10,0,0,0,10,0,30,0,20,30,Ref_1,ABC,G,A,69.8,1,0,0,Ref_1,ABC,,Ref_117,1
