IUCN.binomial,AllGeogRange,Body.mass.g,LitSz,AdultHeadBodyLen.mm,GestLen.d,LitPerYear,SocGrpSz,WeanAge.d,SMA.d,NeonateBodyMass.g,MaxLifepsan.m,PopDen.n.km2,brain.mass.g,IBI.d
Phacochoerus_aethiopicus,756435,75607.52,3.2,1274.448623,165.4,1.5,8,106.45,631.12,691.95,225.6,7.61,135.25,365
Phacochoerus_africanus,10924340,82499.99,3.53,1355.54,172.49,1.11,8,104.7,578,672.78,180,1.3,132.5,426
Phaenomys_ferrugineus,27840,93.8,2.563656166,142.6179284,38.45461031,0.998673042,2.861992374,34.43274137,277.1594917,5.40448795,90.56764164,1635.333705,1.281139392,279.2114252
Phaiomys_leucurus,426773,59.66850601,1.94,121.7244198,32.05885692,2.813065037,1.01395948,22.10373664,84.92568841,5.749651728,34.04990055,729.1459493,1.12282706,53.79833494
Phalanger_alexandrae,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Phalanger_carmelitae,14967,1820.88,1.01,407.87,122.3150713,1.009936549,2.222067727,125.1367857,733.2630766,86.15739015,230.5498652,46.95824496,22.66434397,361.5238187
Phalanger_gymnotis,26209,2597.89,1.01,453.72,12.99,1.160859478,1.734898552,270,436.0428107,0.660741637,144,120.1327758,9.129665562,277.3208779
Phalanger_intercastellanus,6486,1747.5,2.02,384.35,55.90150692,2.045577471,1.218127029,78.25223526,505.7854596,51.5708112,128.8377861,10.92762341,12.85510652,190.5180928
Phalanger_mimicus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Phalanger_orientalis,185918,2487.5,1.71,433.83,47.28933664,3.02518969,1.110877127,42.58873936,283.8130922,76.47621263,48,14.74689052,13.00428188,122.702433
Phalanger_ornatus,23448,1787.5,1.170696299,394.4154865,119.5625156,1.016351201,2.27165867,121.9339619,746.1737309,64.20898987,217.812169,46.04352044,20.23414961,373.8441944
Phalanger_rothschildi,2758,1365,1.041695079,367.8698127,106.189169,1.022789756,1.347412817,133.4856307,626.3087499,50.66795732,199.4733077,46.64389925,12.7561613,359.7447906
Phalanger_sericeus,10478,2003,1.02,412.36,126.617791,1.013181331,2.969471493,135.2184766,678.1928083,95.9955546,237.3641262,47.45968587,23.43166537,361.9784733
Phalanger_vestitus,2432,1850,1.01,424.9,101.5585866,0.992648326,1,137.62745,568.9438499,60.5091639,145.0755202,44.94668824,18.27669796,347.1464616
Phaner_electromontis,728,460,1.443685757,255.754334,131.562815,1.755991526,6.007152156,114.0126971,509.5834016,31.20978103,192.3481252,27.78978849,8.837638308,195.2986188
Phaner_furcifer,58750,409.87,1.01,261.24,174.46,1.044423837,1,85.21409165,504.6929596,27.9430487,144,500.24,6.70292,296.9924294
Phaner_pallescens,51910,460,2.318637292,257.1557567,68.02701409,1.047594574,1.914708224,66.92474192,386.4621923,21.95027896,144.8469136,118.1921794,5.895503392,351.0468256
Phaner_parienti,3421,460,1.54008865,258.8868724,134.5526244,1.723427632,5.774210072,116.931752,607.4649998,39.36590582,206.3938699,25.08563553,9.89589479,199.1004899
Phascogale_calura,44164,43.03,7.5,108,29.49,1,1,89.99,374.16,0.056501289,36,363.8470023,1.030542198,365
Phascogale_pirata,507024,192.65,6.79,180.4660106,28.15,1,1,149.57,372.69,0.656140284,60,111,2.285267652,365
Phascogale_tapoatafa,507024,192.65,6.79,180.4660106,28.15,1,1,149.57,372.69,0.656140284,60,111,2.285267652,365
Phascolarctos_cinereus,977835,6528.74,1.01,493.1342518,34.29,1,1,347.53,834.72,0.36,240,163.01,17.94768996,374
Phascolosorex_doriae,654,168.31,2.435000925,179.85,37.8336493,1.974444863,1.022215413,30.02282315,176.690544,7.596626231,39.74017831,1905.654696,1.643141124,104.4455191
Phascolosorex_dorsalis,6915,123.03,3.39,163.73,32.70079101,1.160610035,1.292993165,31.94660728,201.6482473,5.154619604,51.75488139,2112.168777,1.524892994,238.8826792
Phataginus_tricuspis,5848636,1539.31,1,400.026751,126.85,1,1,177.82,755.15,109.54,231.8390281,44.28,18.37800953,273.75
Phenacomys_intermedius,524319,25.2,4.66,107.67,22.42,3,1.287148515,30.93,40.02,2.19,48,549.17,0.711856641,36.04601664
Phenacomys_ungava,5073757,27,4.8,102.8815067,22.29,4.94070655,1.688854599,17.86,31.74,2.39,48,2388.399332,0.652539326,25.04792692
Philander_andersoni,2284560,324.99,2.858637029,238.798687,36.19852474,2.049123989,1,47.60637711,191.0168778,9.417342772,49.79838355,94.18681149,4.061177538,122.341684
Philander_deltae,2267397,20.06623159,5.364924578,89.92767215,19.91782253,1.834922651,1,64.96532045,266.3774047,0.305412106,52.88306366,74.12013581,0.595681192,168.5750785
Philander_frenatus,2004303,467,2.605442116,246.5299074,66.9992609,1.041793186,2.405701746,52.05550747,369.596798,21.76230171,139.191114,119.2688255,5.323066406,319.4789323
Philander_mcilhennyi,605095,47.46443139,4.534923283,115.569305,29.9791371,1.01395948,1.022215413,55.10664281,335.9123702,1.351589924,27.6,189.189997,0.887116509,359.8349488
Philander_opossum,9828325,425.81,4.75,265.6,17.57883654,3,1,79.77,220.25,0.2,42,58.77,3.85392,106
Philantomba_maxwellii,774299,8557.69,1,845.23,205,1,2,60.48,344.87,827.49,147,5.97,58.09453228,365
Philantomba_monticola,4644143,4896.05,0.98,692.3,205,1,1,27.28,351.59,709.41,144,35.98,31.87281555,265
Philetor_brachypterus,31801,12,1.685950849,61.88580267,56.88734609,1.583911854,3.04672121,35.31864297,185.1882112,1.432574323,75.32986035,816.4131004,0.360753551,156.3584866
Phloeomys_cumingi,26082,1842.46,1,382.49,101.322964,1.010962089,1.336557895,120.5237541,589.8067982,66.81967335,163.2,33.88342101,16.38205133,341.8715644
Phloeomys_pallidus,106472,1744.14,1.948869751,382.49,57.59816689,2.086462046,1.220596532,71.48547677,411.6919882,60.36055913,128.4,10.8896844,12.92255349,178.6152925
Phodopus_campbelli,1139377,27.06,8.47,91.22,20.59,3.5,1,21.63619873,46.47,1.49,21.5,20,0.682083809,30.90522988
Phodopus_roborovskii,3055629,18.75,6.28,72,21.9,3.5,1,18.9,21.35,1.55,57.6,275,0.419733761,31.81714579
Phodopus_sungorus,1105507,30.43,5.48,79.76,21,3,1,20,49.04547234,2.04,38.4,59.99,0.619440666,24
Phoniscus_atrox,5234,4.81,1.028546622,42.40913069,81.98391993,1.008142272,262.3607769,56.2235071,382.0407141,1.431735737,205.5135976,312.0375085,0.188,306.5238344
Phoniscus_jagorii,6282,4.7,1,52.40995605,125.14,1.00901144,515.1793101,83.7,421.8426057,1.464577438,197.1703266,180.5984674,0.244112509,334.9760342
Phoniscus_papuensis,66204,6.32,1.898720965,54.81073265,65.30700317,1.066880433,12.68134731,34.16574396,206.774934,1.200078513,99.11322699,950.8997549,0.179311179,191.725841
Phylloderma_stenops,10055071,55.82,0.98,101.8982175,122.5472752,1.860664475,93.85266781,67.88363572,358.9957544,9.934576415,117.8635769,191.7770418,1.338,196.713699
Phyllomys_blainvillii,61858,243.3,2.08196137,215.8411369,58.30758043,1.827802242,1.426380079,57.96667315,364.1159396,16.60199203,120.7650601,90.40689747,4.831246241,186.0177324
Phyllomys_brasiliensis,119340,312.49,2.270503353,224.8053434,66.2530106,1.03669028,1.663229713,69.94343112,393.4386157,16.69788867,141.9781106,82.50844621,5.150229801,343.1332778
Phyllomys_dasythrix,241912,260,2.615447357,217.2341358,58.47373591,1.038083989,1.72649523,57.80675794,352.614146,15.07078089,118.8926178,98.3295197,4.855120115,339.0130521
Phyllomys_kerri,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Phyllomys_lamarum,145268,215.19,2.49380992,207.1092672,62.46721623,1.023292992,1.556319012,69.16039612,386.7083407,14.06351751,130.0810465,79.65493061,4.249535574,344.8872137
Phyllomys_lundi,4635,63.20758081,2.242175895,123.2914703,33.87612414,2.094432271,1.062009742,27.08507241,165.5437013,5.133581072,38.52183344,1657.523007,1.211891839,96.95300647
Phyllomys_mantiqueirensis,723,66.2824889,2.386141311,122.8483198,33.56173447,2.252061686,1.037706531,24.58183208,116.2161954,4.980613298,28.18459161,1276.323614,1.19994148,72.32862493
Phyllomys_medius,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Phyllomys_nigrispinus,234468,224.3,2.472979143,213.5,60.76642124,1.018079078,1.833469636,56.56779143,362.0910275,14.4585505,127.5057822,117.9519027,4.321914118,343.6145114
Phyllomys_pattoni,1464715,58.31469747,3.939896276,116.137645,26.13488791,3.02642269,1.026923633,26.00152859,80.36441955,3.067160703,44.5762397,277.6031413,0.946391211,39.94094336
Phyllomys_sulinus,1464715,58.31469747,3.939896276,116.137645,26.13488791,3.02642269,1.026923633,26.00152859,80.36441955,3.067160703,44.5762397,277.6031413,0.946391211,39.94094336
Phyllomys_thomasi,2893,502.14,1.231277976,281.29,125.0293348,1.028116086,3.061509202,107.0431639,605.7682785,40.30860287,180.1566751,28.39591336,10.49288961,346.034593
Phyllomys_unicolor,77814.82181,439,2.535478799,245.1386188,66.37569635,1.021631298,1.937245799,59.82970947,375.1459495,20.55090586,134.3142825,119.215045,5.381285965,348.967672
Phyllops_falcatus,179992,17.07380125,0.98,68.83053416,88.04409503,1.791023711,4.324311434,47.09654451,212.826103,2.39900776,77.72703049,463.5556168,0.448236164,151.2846544
Phyllostomus_discolor,12107492,36.7,0.99,87.73126198,107.97,1.050406228,49.50251736,62.06304625,357.5884894,7.29,108,213.1510487,1.073666667,330.1166226
Phyllostomus_elongatus,10884640,41.75,0.99,88.24440802,109.9466291,1.840330369,19.24082309,64.22339685,261.5046121,6.368161563,96.65438308,237.17647,0.887111,165.646543
Phyllostomus_hastatus,12606144,91.44,0.99,107,123.39,1,101.4300959,72.82,384.6363592,15.94,120,131.912285,1.490666667,327.7151619
Phyllostomus_latifolius,1678449,134,4.143557276,175.1762606,29.95570546,1.018079078,1.015154456,78.11695746,352.220287,3.118357037,57.65044262,65.27771547,2.281195725,358.0428588
Phyllotis_amicus,100741,20.19,3.008685887,93.50552895,32.69653828,1.018862904,1.00695555,71.85002656,377.9957411,0.575899075,44.04119353,172.5833727,0.591135182,337.7691537
Phyllotis_andium,123969,53,3.266565703,128.5035994,32.14100896,1.023420119,1.015154456,61.99527177,348.8419886,2.477202493,52.23573401,127.1825873,1.252362609,364.3470628
Phyllotis_bonariensis,17522,42.5,3.150447556,119.1369687,33.39972426,1.033881079,1.035264924,62.32178139,350.4568881,2.737683031,38.6632251,181.3443118,1.053069032,356.8106065
Phyllotis_caprinus,114076,50.8,3.104410779,128.0541649,32.41431924,1.01593603,1.037706531,58.79506088,355.0711212,2.629094949,46.36321679,176.6036192,1.188638429,357.9523793
Phyllotis_darwini,62106,50.82,4.02,125.5365114,33.21,3.904011385,1.678651837,20.91946044,56.79,3.715688907,56.45588183,3622.81,0.94,32.31152833
Phyllotis_definitus,6773,89,2.143894337,144.3704403,45.85592662,1.015219698,2.986555544,34.49059469,200.5253704,5.84486113,77.89808151,1677.720033,1.213634217,261.762884
Phyllotis_haggardi,31571,42.5,2.783044623,111.0469532,31.7917283,2.37503122,1.00695555,24.84355419,114.6444132,4.195678763,41.58383926,1203.759337,1.006927767,51.87481402
Phyllotis_limatus,130511,84.80926718,2.848003653,144.246558,35.21072218,1.017837653,1.274747741,46.37391927,326.7585219,4.616317439,68.55322692,298.7778703,1.550085867,315.8366501
Phyllotis_magister,52405,68.49,2.294216577,128.2870954,34.95057861,1.604744782,1.041074671,28.11878467,171.4961122,4.740832621,46.23690806,1301.637481,1.157164812,145.3197376
Phyllotis_osgoodi,13952,45.1,3.001659101,126.4251871,32.41593464,1.046961262,1.00695555,61.84761931,351.6760736,2.490307396,46.68153725,131.9687154,1.123080031,361.5296937
Phyllotis_osilae,690043,43.64,4.25,108.8637233,25.27715948,2.831956215,1.118369648,27.2995074,79.04353057,2.661294776,41.16188508,384.42,0.785986838,33.13334048
Phyllotis_wolffsohni,65044,42.5,2.296627028,118.3758271,39.04253071,1.679664228,1.028113827,31.23405954,193.5847895,4.150698947,41.50858227,1226.020571,0.996418764,146.9904022
Phyllotis_xanthopygus,2170514,52.43,4.065473925,121.2,27.57106366,1.703595391,1.01395948,57.39761752,264.1841915,1.881726835,57.29580468,92.56907583,1.043722235,175.048657
Pipanacoctomys_aureus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Pipistrellus_abramus,2098425,5.87,2.1,64.02722711,39.77749475,1.456935878,1.2561606,33.78886306,155.6633738,1.1,29.16088909,1112.693479,0.219933145,115.5103466
Pipistrellus_adamsi,287101,77.74814247,3.275640845,148.3720421,31.82176035,1.004472844,1.052061674,68.38204057,331.4978204,3.301915532,62.30059824,140.9368772,1.620190927,339.2584664
Pipistrellus_aero,70026,83.6753017,3.210130342,135.3893858,33.04805469,1.295062624,1.123978551,29.96118924,190.3989705,4.194554838,43.40813019,1524.470983,1.208137905,172.8302207
Pipistrellus_alaschanicus,70026,83.6753017,3.210130342,135.3893858,33.04805469,1.295062624,1.123978551,29.96118924,190.3989705,4.194554838,43.40813019,1524.470983,1.208137905,172.8302207
Pipistrellus_anchietae,591965,4.6,1.185727815,47.02966677,73.14667561,1.019695084,55.79145815,47.33637458,297.6877789,1.102521497,133.2383685,252.3328958,0.133366455,267.682579
Pipistrellus_angulatus,74816,3.35,1.074322253,46.76674451,98.45896075,1.0137028,194.7033378,60.94743559,368.7451366,1.212671279,185.9778759,261.7278823,0.14404338,328.3217568
Pipistrellus_arabicus,107181,3.17,1.015800099,41.02638991,95.9872882,1.004062882,326.0042517,59.55104726,375.8485469,1.579111635,198.377951,291.5655514,0.166037457,316.2272768
Pipistrellus_ariel,635908,62.75770765,3.838358585,130.4253967,31.57183989,1,1.031624922,68.55316426,357.9553245,2.064592529,60.64630987,80.90806953,1.46975121,353.6327288
Pipistrellus_brunneus,9015230,15.75155131,0.988782526,59.86944969,111.1962177,1,656.5698156,58.09412815,461.8690958,3.335033109,184.7126372,181.6040079,0.446981765,340.0428132
Pipistrellus_cadornae,73282,6.69,2.067609851,61.0688611,60.25308892,1.029325484,5.325113954,34.31332104,214.7952271,1.187982313,80.42097126,1090.516365,0.216176859,184.1215521
Pipistrellus_capensis,14889208,5.96,1.96,52.72598435,71.57730224,1.019774525,20.79013301,52.61790516,380.5018862,2,206.1721199,224.1685252,0.179823136,287.5166124
Pipistrellus_ceylonicus,3852777,8.05,1.98,58.60460515,52.32,1,15.63015981,27.5,280.56,1.26,95.97780888,682.6691325,0.1831665,180.7845106
Pipistrellus_collinus,9693,6.75,1.67090722,53.10403113,67.53213117,1.368235281,5.881025014,40.09637403,166.8597913,1.280159978,80.59513698,786.0215704,0.163613623,151.2791912
Pipistrellus_coromandra,2890981,4.59,1.4,44.77465098,66.84004808,1.015154456,35.72685951,52.56559946,356.3257735,1.118646776,190.3066809,243.8180727,0.105,285.6824894
Pipistrellus_crassulus,3639031,6.09,1.283667039,45.76763565,76.76994703,1.005246195,63.96827477,53.62907251,375.0333519,1.194503028,213.3468343,249.5734953,0.1331665,303.3999234
Pipistrellus_deserti,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Pipistrellus_eisentrauti,7292206,6.11,1.001962258,42.04968953,117.9032145,1.012238235,880.4583547,61.11142298,409.3881574,1.788217356,183.5605798,214.0822895,0.1954926,325.8084079
Pipistrellus_endoi,30540,60.20236216,4.037845085,127.0254038,31.67229375,1.025160378,1.002233927,70.33379564,356.4228554,1.744988573,64.92010581,71.55112606,1.421854923,352.8993354
Pipistrellus_flavescens,2056505,10.5,1.644774771,55.65414515,67.53836526,1.541367754,5.592447554,33.91300013,170.5043699,1.366946678,78.10312846,583.9441758,0.247637965,121.3177616
Pipistrellus_guineensis,30540,60.20236216,4.037845085,127.0254038,31.67229375,1.025160378,1.002233927,70.33379564,356.4228554,1.744988573,64.92010581,71.55112606,1.421854923,352.8993354
Pipistrellus_hanaki,30540,60.20236216,4.037845085,127.0254038,31.67229375,1.025160378,1.002233927,70.33379564,356.4228554,1.744988573,64.92010581,71.55112606,1.421854923,352.8993354
Pipistrellus_hesperidus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Pipistrellus_hesperus,2845758,3.56,1.86,55.25392919,75.09201394,1,3.805869639,47.30820634,136.6064651,0.945903167,72.99,410.8936057,0.119446877,135.3496669
Pipistrellus_imbricatus,410981,6.29,1.097904725,44.98127309,89.0975119,1.003370389,323.1120094,54.1664105,393.1769959,1.608571798,220.9780911,257.7057649,0.1368335,302.5167208
Pipistrellus_inexspectatus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Pipistrellus_javanicus,8471132,4.92,2.29,51.97495407,71.48,1.553887639,2.391563782,40.76436534,126.0894586,0.98,73.62088491,527.5121929,0.119,104.1615202
Pipistrellus_joffrei,1418,61.11212487,3.000861589,127.9008502,31.6015695,1.026368554,1,68.91309608,352.8579174,1.885918074,48.86203888,121.4551606,1.254418682,347.1902092
Pipistrellus_kitcheneri,2830,71.9766696,2.287104254,129.6924059,34.16364455,1.98678221,1.030538569,29.11834318,150.8101258,4.898727351,39.94734486,2056.347514,1.233990544,122.1341397
Pipistrellus_kuhlii,10021627,6.07,1.21,45.99,102.1251881,1.672970904,15.8149119,60.41,205.326951,1.45613596,96,379.8766474,0.159385674,152.6307527
Pipistrellus_lophurus,1416,61.11212487,3.000861589,127.9008502,31.6015695,1.026368554,1,68.91309608,352.8579174,1.885918074,48.86203888,121.4551606,1.254418682,347.1902092
Pipistrellus_macrotis,11402,84.23902043,2.851420324,136.3754776,34.33868567,1.420292625,1.180916808,31.8902538,150.1640957,4.780162906,43.10662419,1768.386611,1.251760306,185.860272
Pipistrellus_maderensis,4210,60.70288974,2.261879115,123.1360374,33.45397838,2.229304276,1.037706531,29.0029282,149.3098586,4.708082618,40.16552825,1622.325207,1.195186643,91.42768355
Pipistrellus_melckorum,956405,40.14356098,1.98,111.2751835,37.36792757,1.876964334,1,54.71401031,192.9188085,4.473657545,54.40413303,119.9345878,1.13920785,138.3684216
Pipistrellus_murrayi,9015230,3.48,1.92,55.25348831,61.27,3,2.621711277,44.8,53.57,0.53,54.70832498,319.868673,0.127382723,79.27207526
Pipistrellus_musciculus,2486009,17.70432659,0.995690952,61.9731605,116.456697,1,578.1848432,59.74183743,490.3760417,3.795001733,177.4824148,212.5777922,0.528188254,324.3073058
Pipistrellus_nanulus,2983163,2.51,1.96,55.14946707,67.09772862,1.486935577,2.56230351,44.50836057,129.9836536,0.887679327,65.39075767,327.4910526,0.120094771,115.9582663
Pipistrellus_nanus,12888659,3.88,1.86,56.57970993,75.56,1.5,1,53.8280551,153.9517469,0.718674782,41.99493571,261.3165343,0.1006665,132.2796194
Pipistrellus_nathusii,5807443,7.44,1.73,47.22450998,71.03916467,1,6,39.08210385,105.22,1.420041479,96,608.5209654,0.167531665,125.7472204
Pipistrellus_papuanus,58379,4.65998852,1.187838835,44.91267418,66.44054963,1.018079078,80.98115383,49.94758355,354.9667494,0.991858913,189.367256,360.550783,0.113,278.2393307
Pipistrellus_paterculus,9751,72.06467676,2.558616101,124.8374067,32.29296734,2.114809896,1,27.08987022,150.0283363,4.786014372,37.93653255,1623.13617,1.218491888,95.41053608
Pipistrellus_pipistrellus,9225710,5.3,1.37,39.98,44,1,3020,33.44,248.48,1.28,200.4,446.4881902,0.159053014,199.0759592
Pipistrellus_pulveratus,6205,5.53,1.200897432,45.64571881,80.28165871,1.008142272,123.4472812,54.14560394,380.412551,1.209553263,221.6571409,328.2626824,0.143,295.2527082
Pipistrellus_pygmaeus,4772765,20.44418762,0.990968251,62.99622772,111.675745,1,456.3633207,59.42741518,478.8486319,4.650706825,157.6186662,208.0981418,0.59150192,348.6610654
Pipistrellus_raceyi,9225710,18.07443825,0.988475365,58.84985412,113.3117376,1.004062882,464.1501957,56.11141024,471.1895547,3.92715416,188.1840779,189.1168051,0.467506385,343.7897552
Pipistrellus_rendalli,6898834,6.42,1.678622067,58.99358346,63.57334888,1.413159007,1,51.83480015,174.6953581,0.874370748,44.54800037,323.437901,0.175288349,145.3218815
Pipistrellus_rueppellii,9672796,7.07,1.96,45,72.50497473,1.330251703,4.797943662,38.21075631,127.146267,1.181255131,88.41948096,532.5370187,0.15023017,136.1643516
Pipistrellus_rusticus,4851493,4.57,1.96,50.15491926,80.4,1,8.044773506,42.41075027,224.4710026,1.195426821,101.2828998,468.9527724,0.127722095,213.7464352
Pipistrellus_savii,9044980,6.3,2,53.28119556,72.35099719,1,2.851747657,52.1,78.66,0.90174187,76.24861063,325.1999489,0.132176632,117.5124899
Pipistrellus_somalicus,4851493,3.53,2,84.99,39.57232115,1.805679912,1.14257446,38.45188416,153.3340928,0.907111879,34.8553226,525.1440495,0.263861171,122.6249334
Pipistrellus_stenopterus,595734,15.67,0.98,63.89593897,94.49777923,1.959686883,4.305670039,47.38548262,182.5298019,1.821282308,81.14695443,394.8367819,0.424913477,131.8669179
Pipistrellus_subflavus,4199821,5.74,1.96,55.57008636,45.71,1,5,31.21,245.53,1.26,180,636.9634904,0.124875,186.4386993
Pipistrellus_tenuipinnis,7993314,5.35,1.010687219,37,114.822438,1.004062882,387.9178789,61.45068553,407.4067682,1.961038381,184.4587594,219.3215471,0.188529353,324.7001371
Pipistrellus_tenuis,9015230,3.48,1.92,54.25342099,61.27,3,2.887013232,44.8,53.57,0.53,55.04526852,319.868673,0.115,79.10357886
Pipistrellus_vordermanni,7202,61.76376565,2.476393885,124.1123427,28.80624818,2.558682969,1.044924351,21.4875332,93.89743047,4.803058243,33.12678335,1059.245847,1.086796783,53.47751422
Pipistrellus_wattsi,9810,68.1052135,2.611587876,126.9373892,30.97453535,2.257658441,1,23.32330129,115.8728845,4.46552622,32.06635523,1304.915794,1.181151353,70.03246309
Pipistrellus_westralis,190429,79.38203419,3.124797589,139.7939159,32.80032903,1.044497879,1.113297706,31.84199457,234.3988201,3.84374513,50.03052555,1869.399553,1.352713154,264.5321828
Pipistrellus_zuluensis,9015230,4.14,1.008582065,42.89676266,118.773621,1.020480154,192.4533616,66.61235898,401.3918747,1.536112837,178.4521612,164.6578607,0.183642615,325.799733
Pithecheir_melanurus,1088,108,2.14428144,146.6419644,42.44485821,1.075592556,2.282274632,35.12184757,185.9098473,6.339975816,76.55945248,1458.37021,1.298504691,249.3317709
Pithecheir_parvus,1088,106,2,147.4154674,31.44406974,3.215929627,1.119745834,20.95361814,87.57094941,5.993117361,38.58265053,1415.76779,1.179044756,51.83702727
Pithecheirops_otion,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Pithecia_aequatorialis,303322,2375.91,1.588258701,468.1443586,85.22620477,1.639949568,1.665437249,97.95725898,622.044442,94.69715563,178.8,13.90612314,16.93942666,216.0046591
Pithecia_albicans,115308,2800.07,1.262705437,394.27,118.2734938,1.044522314,4.6,95.73638634,721.4891106,82.27281766,220.9962422,9.39,26.97363754,362.1575898
Pithecia_irrorata,1073738,2308.17,1.537545178,399.39,106.2545379,1.732128018,4.4,91.98486383,620.1267833,64.00436835,196.4854824,11.3,17.44579963,204.8526034
Pithecia_monachus,1093459,2109.55,1.02,411.8,127.0174098,0.997257197,2.5,116.6902213,859.8586649,119.85,295.2,8,33.83785714,390.0594749
Pithecia_pithecia,1574012,1667.19,1.01,346.44,161.13,1,2.7,113.15,1089.37,114.1593712,248.4,4.19,32.09756898,448.03
Plagiodontia_aedium,74118,1268.86,1.14,300,136.5,1.057879141,3.5,126.3707869,551.8060535,105.76,118.8,33.67868918,20.45763723,342.8979728
Planigale_gilesi,844895,9.34,5.23,87.18285791,15.74,2,1,83.52,272.11,0.0097,60,739.99,0.541382233,341
Planigale_ingrami,1116560,6.27,7.48,78.7212906,20.96908166,2,1,89.74,257.7318467,0.032166391,15.6,393.963557,0.32188985,182.0618902
Planigale_maculata,939137,12,7.64,82.31021963,19.74,2,1,70.72,308.79,0.11037199,48,195.6543767,0.40856641,91
Planigale_novaeguineae,2337,14.9,4.426146796,77.64,26.40335173,1.892611133,1,80.21022098,253.5155399,0.153729081,48.83302101,178.9572737,0.533017974,149.9798263
Planigale_tenuirostris,1209339,6.27,5.99,88.34296174,19,2,1,94.46,272.11,0.034396713,36,293.7271713,0.406468827,211.5
Platacanthomys_lasiurus,76130,75,3.525033253,119.3585064,25.66206441,2.198814617,1,23.90796541,96.58072934,3.798390743,20.4,802.0038807,1.113687665,50.6712449
Platalina_genovensium,669230,12.20797538,0.98,58.21681229,107.577166,1.846660338,10.41348853,37.9755982,197.2462563,1.819120633,89.43628833,503.3147813,0.377926158,143.5092517
Platymops_setiger,1547479,36.52246851,1,89.64121543,62.15931591,1.932459273,1.738075821,41.7809244,155.0423277,3.996349357,72.37257778,389.7371417,0.798713543,107.6120653
Platyrrhinus_albericoi,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Platyrrhinus_aurarius,563919,35.12,4.385272611,104.6979751,23.59464182,2.87240377,1.090446153,25.44859064,70.94204914,2.23049209,38.13069384,287.2060341,0.747426452,32.7143984
Platyrrhinus_brachycephalus,6859708,14.26,0.98,60.62090934,107.3407948,1.931634769,5.376304853,53.23713085,193.2311619,1.902245063,79.75490006,264.239137,0.414746056,150.8002827
Platyrrhinus_chocoensis,39933,63.08408577,3.000989619,129.5784501,31.80229484,1.025160378,1.021012126,62.04382038,352.3584353,3.016209291,59.6777468,127.2242116,1.264603138,349.1261568
Platyrrhinus_dorsalis,10758,26,0.99,78.81761626,67.64061712,1.888905919,3.034440912,42.76777793,206.3096295,3.259140747,68.47688722,478.4604879,0.672237481,152.525449
Platyrrhinus_helleri,10829819,13.44,0.99,58.50028807,110.3405205,2,26.94946842,52.31383601,197.8703447,2.402173422,101.6038696,270.4603501,0.403238997,147.722606
Platyrrhinus_infuscus,2795580,50.76,0.98,105.2014797,77.66195035,1.927869861,2.044577388,55.16168309,254.8390144,7.092362642,69.13673284,279.9376973,1.060519864,157.5095601
Platyrrhinus_ismaeli,2795580,24.94606518,0.991070817,68.44121272,127.9461654,1,461.1776133,72.0318905,509.3258302,5.54312797,153.3632812,134.3193715,0.680980054,327.8705685
Platyrrhinus_lineatus,6690698,24.34,0.99,80.32287652,107.97,2,16,61.45942586,266.7925548,8.3,122.4,226.4736422,0.784525605,179.5232156
Platyrrhinus_masu,6690698,12.84021843,0.998228017,53.76674621,109.7461699,1,606.6695332,59.75740884,458.068164,2.942759725,193.1808699,234.6682746,0.29606986,320.2970502
Platyrrhinus_matapalensis,6690698,12.84021843,0.998228017,53.76674621,109.7461699,1,606.6695332,59.75740884,458.068164,2.942759725,193.1808699,234.6682746,0.29606986,320.2970502
