TaxID,Order,Family,Genus,species,AdultBodyMass_g,GenerationLength_d,Sources_AdultBodyMass,Max_longevity_d,Sources_Max_longevity,Rspan_d,AFR_d,Data_AFR,Calculated_GL_d,,Sources_GL
6234,Cetartiodactyla,Bovidae,Beatragus,Beatragus_hunteri,79132.17,2253.9745,PanTHERIA,5537.05,PanTHERIA;_Carn_ung,4624.05,913,calculated,2253.9745,,Rspan-ASMmales
2756,Rodentia,Sciuridae,Belomys,Belomys_pearsonii,590.0703713,1384.121263,Mean_confamilials,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2762,Cetartiodactyla,Ziphiidae,Berardius,Berardius_arnuxii,7000000.02,9855,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics
2763,Cetartiodactyla,Ziphiidae,Berardius,Berardius_bairdii,11380000.04,9855,PanTHERIA,28110,PanTHERIA;_AnAge,23270.21,4839.79,calculated,11588.1509,,GMA
2767,Rodentia,Muridae,Berylmys,Berylmys_berdmorei,235,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2768,Rodentia,Muridae,Berylmys,Berylmys_bowersi,358.68,639.6318318,PanTHERIA,1058.5,PanTHERIA,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2769,Rodentia,Muridae,Berylmys,Berylmys_mackenziei,296.84,639.6318318,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2770,Rodentia,Muridae,Berylmys,Berylmys_manipulus,296.84,639.6318318,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2783,Diprotodontia,Potoroidae,Bettongia,Bettongia_gaimardi,1667.55,1442.15,PanTHERIA,4307,PanTHERIA,4035,272,PanTHERIA,1442.15,,Rspan-AFB
2784,Diprotodontia,Potoroidae,Bettongia,Bettongia_lesueur,1447.27,1205.0795,PanTHERIA,3650,PanTHERIA,3443.55,206.45,PanTHERIA,1205.0795,,Rspan-AFB
2785,Diprotodontia,Potoroidae,Bettongia,Bettongia_penicillata,1184.35,1517.6945,PanTHERIA,4526,PanTHERIA;AnAge,4237.05,288.95,PanTHERIA,1517.6945,,Rspan-AFB
2787,Diprotodontia,Potoroidae,Bettongia,Bettongia_tropica,1256.58,1008.6976,PanTHERIA,2555,PanTHERIA,2233.44,361,calculated,1008.6976,,Rspan-AFR(SM+Gest)
2801,Rodentia,Cricetidae,Bibimys,Bibimys_chacoensis,28,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2802,Rodentia,Cricetidae,Bibimys,Bibimys_labiosus,29,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2803,Rodentia,Cricetidae,Bibimys,Bibimys_torresi,28,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2815,Cetartiodactyla,Bovidae,Bison,Bison_bison,624577.1,4288.141667,PanTHERIA,12105.83333,PanTHERIA;AnAge;_Carn_ung,11010.83333,1095,PanTHERIA,4288.141667,,Rspan-AFB
2814,Cetartiodactyla,Bovidae,Bison,Bison_bonasus,675876.7,3595.3298,PanTHERIA,9782,PanTHERIA;AnAge;_Carn_ung,8713.62,1068.38,PanTHERIA,3595.3298,,Rspan-AFB
2816,Rodentia,Sciuridae,Biswamoyopterus,Biswamoyopterus_biswasi,1613.299,2015.755102,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2823,Rodentia,Cricetidae,Blanfordimys,Blanfordimys_afghanus,60.64641072,4745,Mean_confamilials,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
2824,Rodentia,Cricetidae,Blanfordimys,Blanfordimys_bucharensis,60.64641072,4745,Mean_confamilials,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41451,Eulipotyphla,Soricidae,Blarina,Blarina_brevicauda,18.56,307.41875,PanTHERIA,903.375,PanTHERIA;AnAge,839.375,64,PanTHERIA,307.41875,,Rspan-AFB
41452,Eulipotyphla,Soricidae,Blarina,Blarina_carolinensis,11.91,339.884375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41453,Eulipotyphla,Soricidae,Blarina,Blarina_hylophaga,14.49,372.35,PanTHERIA,1022,AnAge,915,107,calculated,372.35,,Rspan-AFR(SM+Gest)
136365,Eulipotyphla,Soricidae,Blarinella,Blarinella_griselda,8,426.9101194,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
40613,Eulipotyphla,Soricidae,Blarinella,Blarinella_quadraticauda,12.5,379.2929563,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2825,Eulipotyphla,Soricidae,Blarinella,Blarinella_wardi,14.22361675,379.2929563,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2827,Rodentia,Cricetidae,Blarinomys,Blarinomys_breviceps,36.79,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2828,Cetartiodactyla,Cervidae,Blastocerus,Blastocerus_dichotomus,112518.5,1825,PanTHERIA,7300,Carn_Ung,6795,505,calculated,2475.55,,GMA
2891,Cetartiodactyla,Bovidae,Bos,Bos_gaurus,721000,3285,Smith_et_al._2003,9964.5,PanTHERIA;AnAge;Carn_Ung,9364.015,600.485,calculated,3316.04935,,GMA
2888,Cetartiodactyla,Bovidae,Bos,Bos_javanicus,635974.3,3285,PanTHERIA,9764.966667,PanTHERIA;AnAge;Carn_Ung,8852.466667,912.5,PanTHERIA,3479.715333,,GMA
2892,Cetartiodactyla,Bovidae,Bos,Bos_mutus,650000,3650,Animal_Diversity,9435.25,PanTHERIA;AnAge;Carn_Ung,8688.675,746.575,calculated,3266.29075,,GMA
2890,Cetartiodactyla,Bovidae,Bos,Bos_sauveli,791321.8,3285,PanTHERIA,9855,Carn_Ung,8941,914,calculated,3506.89,,GMA
2893,Cetartiodactyla,Bovidae,Boselaphus,Boselaphus_tragocamelus,182253,2944.82,PanTHERIA,7920.5,PanTHERIA;AnAge;_Carn_ung,7008,912.5,PanTHERIA,2944.82,,Rspan-AFB
2957,Rodentia,Muridae,Brachiones,Brachiones_przewalskii,27,624.3996409,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2963,Lagomorpha,Leporidae,Brachylagus,Brachylagus_idahoensis,431.19,969.8600667,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2982,Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla_cavernarum,45.5,2064.27635,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2983,Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla_nana,37.25,2064.27635,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2991,Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys_albicauda,200,1064.06475,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family
136399,Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys_villosa,219.99,1064.06475,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family
2993,Primates,Atelidae,Brachyteles,Brachyteles_arachnoides,10537.31,7300,PanTHERIA,no_information,no_information,no_information,2737.5,no_information,no_information,,GMA
2994,Primates,Atelidae,Brachyteles,Brachyteles_hypoxanthus,13500,7300,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
2997,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys_betsileoensis,93.58,604.575,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
2998,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys_ramirohitra,92.31,604.575,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
61925,Pilosa,Bradypodidae,Bradypus,Bradypus_pygmaeus,2900,3873.20485,Animal_Diversity,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
3036,Pilosa,Bradypodidae,Bradypus,Bradypus_torquatus,4468.42,3873.20485,PanTHERIA,4380,PanTHERIA,no_information,no_information,no_information,no_information,,Mean_order_same_mass
3037,Pilosa,Bradypodidae,Bradypus,Bradypus_tridactylus,4375.8,3873.20485,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
3038,Pilosa,Bradypodidae,Bradypus,Bradypus_variegatus,4136.36,3873.20485,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136794,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_albinasus,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136371,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_griserufescens,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136402,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_guarani,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136672,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_igniventris,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
15787,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_iheringi,43,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136457,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_misionensis,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136198,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_paradisus,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136442,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius_soricinus,43,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3129,Cetartiodactyla,Bovidae,Bubalus,Bubalus_arnee,483500.485,3285,Verde_Arregoitia_et_al._2013,11524.875,PanTHERIA;Carn_Ung,9364.015,600.485,calculated,3316.04935,,GMA
3126,Cetartiodactyla,Bovidae,Bubalus,Bubalus_depressicornis,256989.3,2920,PanTHERIA,11215.23333,PanTHERIA;AnAge;Carn_Ung,10485.23333,no_information,calculated,,,GMA
3127,Cetartiodactyla,Bovidae,Bubalus,Bubalus_mindorensis,254389.7,3650,PanTHERIA,10220,PanTHERIA;Carn_Ung,9306,914,calculated,3612.74,,GMA
3128,Cetartiodactyla,Bovidae,Bubalus,Bubalus_quarlesi,181718.9,2920,PanTHERIA,8723.5,PanTHERIA;AnAge;Carn_Ung,7921.5,802,calculated,3099.235,,GMA
3160,Cetartiodactyla,Bovidae,Budorcas,Budorcas_taxicolor,294515.3,2920,PanTHERIA,7428.966667,PanTHERIA;AnAge;Carn_Ung,6698.966667,730,calculated,2672.700333,,GMA
3322,Rodentia,Muridae,Bullimus,Bullimus_bagobus,395.38,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136264,Rodentia,Muridae,Bullimus,Bullimus_gamay,420.19,639.6318318,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3323,Rodentia,Muridae,Bullimus,Bullimus_luzonicus,445,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3326,Lagomorpha,Leporidae,Bunolagus,Bunolagus_monticularis,1750.01,1104.3199,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3327,Rodentia,Muridae,Bunomys,Bunomys_andrewsi,125,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3328,Rodentia,Muridae,Bunomys,Bunomys_chrysocomus,111.29,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3329,Rodentia,Muridae,Bunomys,Bunomys_coelestis,120,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3330,Rodentia,Muridae,Bunomys,Bunomys_fratrorum,130.31,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3332,Rodentia,Muridae,Bunomys,Bunomys_penitus,170,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3333,Rodentia,Muridae,Bunomys,Bunomys_prolatus,131,639.6318318,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3339,Diprotodontia,Burramyidae,Burramys,Burramys_parvus,44.27,1529.35,PanTHERIA,4380,PanTHERIA;AnAge,4015,365,PanTHERIA,1529.35,,Rspan-AFB
3412,Cingulata,Dasypodidae,Cabassous,Cabassous_centralis,3669.69,1859.11975,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3413,Cingulata,Dasypodidae,Cabassous,Cabassous_chacoensis,1490.01,1859.11975,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3414,Cingulata,Dasypodidae,Cabassous,Cabassous_tatouay,5349.95,1859.11975,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3415,Cingulata,Dasypodidae,Cabassous,Cabassous_unicinctus,3987.97,1859.11975,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136419,Primates,Pitheciidae,Cacajao,Cacajao_ayresi,3271.31,3650,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3416,Primates,Pitheciidae,Cacajao,Cacajao_calvus,3421.04,3650,PanTHERIA,11461,PanTHERIA;AnAge,10154.3,1306.7,PanTHERIA,4251.447,,GMA
136640,Primates,Pitheciidae,Cacajao,Cacajao_hosomi,3271.31,3650,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
3417,Primates,Pitheciidae,Cacajao,Cacajao_melanocephalus,3121.58,3650,PanTHERIA,6570,PanTHERIA,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
40521,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes_caniventer,40,998.6765636,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_all_orders_same_body_mass
136743,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes_condorensis,47.81,998.6765636,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_all_orders_same_body_mass
40522,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes_convelatus,31.56,998.6765636,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_all_orders_same_body_mass
41506,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes_fuliginosus,28.64,998.6765636,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_all_orders_same_body_mass
40597,Afrosoricida,Chrysochloridae,Huetia,Huetia_leucorhina,54.27,1036.557583,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
3519,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris_obtusirostris,24.05,1036.557583,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
4767,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris_tytonis,28.27,1036.557583,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
41584,Primates,Callitrichidae,Callibella,Callibella_humilis,167.5,2420.773581,Encyclopedia_of_Life_(eol.org),no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136815,Primates,Pitheciidae,Callicebus,Callicebus_aureipalatii,1042.715714,2920,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41560,Primates,Pitheciidae,Callicebus,Callicebus_baptista,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39929,Primates,Pitheciidae,Callicebus,Callicebus_barbarabrownae,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41561,Primates,Pitheciidae,Callicebus,Callicebus_bernhardi,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41558,Primates,Pitheciidae,Callicebus,Callicebus_brunneus,850.84,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41552,Primates,Pitheciidae,Callicebus,Callicebus_caligatus,992.4,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
14699281,Primates,Pitheciidae,Callicebus,Callicebus_caquetensis,1042.715714,2920,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
41557,Primates,Pitheciidae,Callicebus,Callicebus_cinerascens,992.4,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39954,Primates,Pitheciidae,Callicebus,Callicebus_coimbrai,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41551,Primates,Pitheciidae,Callicebus,Callicebus_cupreus,1117.02,2920,PanTHERIA,9636,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41553,Primates,Pitheciidae,Callicebus,Callicebus_discolor,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41548,Primates,Pitheciidae,Callicebus,Callicebus_donacophilus,897.67,3211.54375,PanTHERIA,9125,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3549,Primates,Pitheciidae,Callicebus,Callicebus_dubius,992.4,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41559,Primates,Pitheciidae,Callicebus,Callicebus_hoffmannsi,1067.61,2920,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41564,Primates,Pitheciidae,Callicebus,Callicebus_lucifer,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41563,Primates,Pitheciidae,Callicebus,Callicebus_lugens,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39944,Primates,Pitheciidae,Callicebus,Callicebus_medemi,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
39930,Primates,Pitheciidae,Callicebus,Callicebus_melanochir,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
41550,Primates,Pitheciidae,Callicebus,Callicebus_modestus,992.4,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41556,Primates,Pitheciidae,Callicebus,Callicebus_moloch,958.13,3503.0875,PanTHERIA,9398.75,PanTHERIA;AnAge,8303.75,1095,PanTHERIA,3503.0875,,Rspan-AFB
39943,Primates,Pitheciidae,Callicebus,Callicebus_nigrifrons,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
3553,Primates,Pitheciidae,Callicebus,Callicebus_oenanthe,992.4,2920,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
3554,Primates,Pitheciidae,Callicebus,Callicebus_olallae,992.4,3211.54375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39928,Primates,Pitheciidae,Callicebus,Callicebus_ornatus,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
41549,Primates,Pitheciidae,Callicebus,Callicebus_pallescens,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3555,Primates,Pitheciidae,Callicebus,Callicebus_personatus,1390.8,2920,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
41565,Primates,Pitheciidae,Callicebus,Callicebus_purinus,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41566,Primates,Pitheciidae,Callicebus,Callicebus_regulus,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41555,Primates,Pitheciidae,Callicebus,Callicebus_stephennashi,1050,2920,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41562,Primates,Pitheciidae,Callicebus,Callicebus_torquatus,1209.57,2920,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3564,Primates,Callitrichidae,Callimico,Callimico_goeldii,558,2190,PanTHERIA,7318.25,PanTHERIA;AnAge,6826.42,491.83,PanTHERIA,2471.4918,,GMA
6985,Rodentia,Echimyidae,Callistomys,Callistomys_pictus,518.99,739.0095889,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3570,Primates,Callitrichidae,Callithrix,Callithrix_aurita,386.2,2110.588375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3571,Primates,Callitrichidae,Callithrix,Callithrix_flaviceps,372.97,2110.588375,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3572,Primates,Callitrichidae,Callithrix,Callithrix_geoffroyi,342,2110.588375,PanTHERIA,6424,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41518,Primates,Callitrichidae,Callithrix,Callithrix_jacchus,290.21,2156.5235,PanTHERIA,6077.25,PanTHERIA;AnAge,5522.15,555.1,PanTHERIA,2156.5235,,Rspan-AFB
3575,Primates,Callitrichidae,Callithrix,Callithrix_kuhlii,374.99,2190,PanTHERIA,7300,AnAge,no_information,no_information,no_information,no_information,,GMA
41519,Primates,Callitrichidae,Callithrix,Callithrix_penicillata,339.98,2110.588375,PanTHERIA,5621,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3590,Carnivora,Otariidae,Callorhinus,Callorhinus_ursinus,55464.82,4745,PanTHERIA,12775,PanTHERIA,10768,2007,calculated,5129.72,,GMA
3591,Rodentia,Sciuridae,Callosciurus,Callosciurus_adamsi,208.72,1585.1964,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3592,Rodentia,Sciuridae,Callosciurus,Callosciurus_albescens,277.7788875,1585.1964,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3593,Rodentia,Sciuridae,Callosciurus,Callosciurus_baluensis,323.91,1585.1964,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3594,Rodentia,Sciuridae,Callosciurus,Callosciurus_caniceps,264.91,1585.1964,PanTHERIA,4234,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3595,Rodentia,Sciuridae,Callosciurus,Callosciurus_erythraeus,283.23,1585.1964,PanTHERIA,6040.75,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3596,Rodentia,Sciuridae,Callosciurus,Callosciurus_finlaysonii,278,1585.1964,Verde_Arregoitia_et_al._2013,4672,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3597,Rodentia,Sciuridae,Callosciurus,Callosciurus_inornatus,325,1585.1964,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3598,Rodentia,Sciuridae,Callosciurus,Callosciurus_melanogaster,296,1585.1964,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3599,Rodentia,Sciuridae,Callosciurus,Callosciurus_nigrovittatus,208.3,1585.1964,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3600,Rodentia,Sciuridae,Callosciurus,Callosciurus_notatus,209.49,1585.1964,PanTHERIA,4453,PanTHERIA;AnAge,4039.16,413.84,calculated,1585.1964,,Rspan-AFR(SM+Gest)
3601,Rodentia,Sciuridae,Callosciurus,Callosciurus_orestes,323.91,1585.1964,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3602,Rodentia,Sciuridae,Callosciurus,Callosciurus_phayrei,269,1585.1964,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3603,Rodentia,Sciuridae,Callosciurus,Callosciurus_prevostii,400,1585.1964,PanTHERIA,4884.916667,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3604,Rodentia,Sciuridae,Callosciurus,Callosciurus_pygerythrus,252,1585.1964,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3605,Rodentia,Sciuridae,Callosciurus,Callosciurus_quinquestriatus,246.4344257,1585.1964,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
3609,Rodentia,Cricetidae,Calomys,Calomys_boliviae,27,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3610,Rodentia,Cricetidae,Calomys,Calomys_callidus,27,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3611,Rodentia,Cricetidae,Calomys,Calomys_callosus,44.95,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136689,Rodentia,Cricetidae,Calomys,Calomys_expulsus,39.86,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136737,Rodentia,Cricetidae,Calomys,Calomys_fecundus,27.61181818,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3612,Rodentia,Cricetidae,Calomys,Calomys_hummelincki,27,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3613,Rodentia,Cricetidae,Calomys,Calomys_laucha,14,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3614,Rodentia,Cricetidae,Calomys,Calomys_lepidus,20.59,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
3615,Rodentia,Cricetidae,Calomys,Calomys_musculinus,20.2,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
