"","x"
"1749","Sorex_fumeus"
"1750","Sorex_gracillimus"
"1751","Sorex_granarius"
"1752","Sorex_haydeni"
"1753","Sorex_hoyi"
"1754","Sorex_isodon"
"1755","Sorex_ixtlanensis"
"1756","Sorex_leucogaster"
"1757","Sorex_longirostris"
"1758","Sorex_lyelli"
"1759","Sorex_macrodon"
"1760","Sorex_mediopua"
"1761","Sorex_merriami"
"1762","Sorex_minutissimus"
"1763","Sorex_minutus"
"1764","Sorex_mirabilis"
"1765","Sorex_monticolus"
"1766","Sorex_nanus"
"1767","Sorex_neomexicanus"
"1768","Sorex_oreopolus"
"1769","Sorex_orizabae"
"1770","Sorex_pacificus"
"1771","Sorex_palustris"
"1772","Sorex_portenkoi"
"1773","Sorex_preblei"
"1774","Sorex_raddei"
"1775","Sorex_roboratus"
"1776","Sorex_samniticus"
"1777","Sorex_satunini"
"1778","Sorex_saussurei"
"1779","Sorex_shinto"
"1780","Sorex_sinalis"
"1781","Sorex_sonomae"
"1782","Sorex_trowbridgii"
"1783","Sorex_tundrensis"
"1784","Sorex_ugyunak"
"1785","Sorex_unguiculatus"
"1786","Sorex_vagrans"
"1787","Sorex_ventralis"
"1788","Sorex_veraecrucis"
"1789","Sorex_veraepacis"
"1790","Sorex_volnuchini"
"1791","Sorex_yukonicus"
"1792","Soricomys_musseri"
"1793","Soriculus_nigrescens"
"1794","Spalacopus_cyanus"
"1795","Spalax_graecus"
"1796","Spalax_microphthalmus"
"1797","Spermophilopsis_leptodactylus"
"1798","Spermophilus_alashanicus"
"1799","Spermophilus_brevicauda"
"1800","Spermophilus_citellus"
"1801","Spermophilus_dauricus"
"1802","Spermophilus_erythrogenys"
"1803","Spermophilus_fulvus"
"1804","Spermophilus_major"
"1805","Spermophilus_pallidicauda"
"1806","Spermophilus_pygmaeus"
"1807","Spermophilus_relictus"
"1808","Spermophilus_suslicus"
"1809","Spermophilus_xanthoprymnus"
"1810","Spilocuscus_maculatus"
"1811","Steatomys_bocagei"
"1812","Steatomys_caurinus"
"1813","Steatomys_krebsii"
"1814","Steatomys_opimus"
"1815","Steatomys_parvus"
"1816","Steatomys_pratensis"
"1817","Stenocephalemys_albipes"
"1818","Stenocephalemys_albocaudata"
"1819","Stenocephalemys_ruppi"
"1820","Stochomys_longicaudatus"
"1821","Strigocuscus_pelengensis"
"1822","Stylodipus_andrewsi"
"1823","Stylodipus_telum"
"1824","Suncus_etruscus"
"1825","Suncus_hosei"
"1826","Suncus_lixus"
"1827","Suncus_madagascariensis"
"1828","Suncus_malayanus"
"1829","Suncus_megalura"
"1830","Suncus_montanus"
"1831","Suncus_murinus"
"1832","Suncus_stoliczkanus"
"1833","Suncus_varilla"
"1834","Suncus_zeylanicus"
"1835","Sundamys_maxi"
"1836","Sundamys_muelleri"
"1837","Sundasciurus_fraterculus"
"1838","Sundasciurus_hippurus"
"1839","Sundasciurus_juvencus"
"1840","Sundasciurus_lowii"
"1841","Sundasciurus_mindanensis"
"1842","Sundasciurus_philippinensis"
"1843","Sundasciurus_steerii"
"1844","Sundasciurus_tenuis"
"1845","Sylvilagus_aquaticus"
"1846","Sylvilagus_audubonii"
"1847","Sylvilagus_bachmani"
"1848","Sylvilagus_brasiliensis"
"1849","Sylvilagus_cognatus"
"1850","Sylvilagus_dicei"
"1851","Sylvilagus_floridanus"
"1852","Sylvilagus_insonus"
"1853","Sylvilagus_nuttallii"
"1854","Sylvilagus_obscurus"
"1855","Sylvilagus_palustris"
"1856","Sylvilagus_robustus"
"1857","Sylvilagus_transitionalis"
"1858","Sylvilagus_varynaensis"
"1859","Sylvisorex_camerunensis"
"1860","Sylvisorex_howelli"
"1861","Sylvisorex_johnstoni"
"1862","Sylvisorex_konganensis"
"1863","Sylvisorex_morio"
"1864","Sylvisorex_ollula"
"1865","Synaptomys_borealis"
"1866","Synaptomys_cooperi"
"1867","Tachyoryctes_macrocephalus"
"1868","Tachyoryctes_splendens"
"1869","Taeromys_arcuatus"
"1870","Taeromys_callitrichus"
"1871","Taeromys_celebensis"
"1872","Taeromys_taerae"
"1873","Talpa_altaica"
"1874","Talpa_caeca"
"1875","Talpa_europaea"
"1876","Talpa_levantis"
"1877","Tamias_striatus"
"1878","Tamiasciurus_douglasii"
"1879","Tamiasciurus_hudsonicus"
"1880","Tamiops_macclellandii"
"1881","Tamiops_maritimus"
"1882","Tamiops_rodolphii"
"1883","Tamiops_swinhoei"
"1884","Tapecomys_primus"
"1885","Tarsipes_rostratus"
"1886","Tatera_indica"
"1887","Taterillus_arenarius"
"1888","Taterillus_congicus"
"1889","Taterillus_emini"
"1890","Taterillus_gracilis"
"1891","Taterillus_petteri"
"1892","Taterillus_pygargus"
"1893","Taterillus_tranieri"
"1894","Tenrec_ecaudatus"
"1895","Thallomys_nigricauda"
"1896","Thallomys_paedulcus"
"1897","Thalpomys_cerradensis"
"1898","Thalpomys_lasiotis"
"1899","Thamnomys_kempi"
"1900","Thamnomys_venustus"
"1901","Thaptomys_nigrita"
"1902","Thomasomys_apeco"
"1903","Thomasomys_aureus"
"1904","Thomasomys_baeops"
"1905","Thomasomys_bombycinus"
"1906","Thomasomys_caudivarius"
"1907","Thomasomys_cinereiventer"
"1908","Thomasomys_cinereus"
"1909","Thomasomys_cinnameus"
"1910","Thomasomys_daphne"
"1911","Thomasomys_eleusis"
"1912","Thomasomys_erro"
"1913","Thomasomys_gracilis"
"1914","Thomasomys_hudsoni"
"1915","Thomasomys_hylophilus"
"1916","Thomasomys_incanus"
"1917","Thomasomys_ischyrus"
"1918","Thomasomys_kalinowskii"
"1919","Thomasomys_ladewi"
"1920","Thomasomys_laniger"
"1921","Thomasomys_macrotis"
"1922","Thomasomys_monochromos"
"1923","Thomasomys_niveipes"
"1924","Thomasomys_notatus"
"1925","Thomasomys_onkiro"
"1926","Thomasomys_oreas"
"1927","Thomasomys_paramorum"
"1928","Thomasomys_popayanus"
"1929","Thomasomys_praetor"
"1930","Thomasomys_pyrrhonotus"
"1931","Thomasomys_rosalinda"
"1932","Thomasomys_silvestris"
"1933","Thomasomys_vestitus"
"1934","Thomomys_bottae"
"1935","Thomomys_bulbivorus"
"1936","Thomomys_clusius"
"1937","Thomomys_idahoensis"
"1938","Thomomys_monticola"
"1939","Thomomys_talpoides"
"1940","Thomomys_umbrinus"
"1941","Thrichomys_apereoides"
"1942","Thrichomys_inermis"
"1943","Thryonomys_gregorianus"
"1944","Thryonomys_swinderianus"
"1945","Thylamys_cinderella"
"1946","Thylamys_citellus"
"1947","Thylamys_fenestrae"
"1948","Thylamys_karimii"
"1949","Thylamys_pallidior"
"1950","Thylamys_pulchellus"
"1951","Thylamys_tatei"
"1952","Thylamys_velutinus"
"1953","Thylamys_venustus"
"1954","Thylogale_brunii"
"1955","Tlacuatzin_canescens"
"1956","Tokudaia_muenninki"
"1957","Toromys_grandis"
"1958","Transandinomys_bolivaris"
"1959","Transandinomys_talamancae"
"1960","Trichosurus_vulpecula"
"1961","Trichys_fasciculata"
"1962","Trinomys_albispinus"
"1963","Trinomys_dimidiatus"
"1964","Trinomys_gratiosus"
"1965","Trinomys_iheringi"
"1966","Trinomys_mirapitanga"
"1967","Trinomys_paratus"
"1968","Trinomys_setosus"
"1969","Trinomys_yonenagae"
"1970","Trogopterus_xanthipes"
"1971","Tryphomys_adustus"
"1972","Tscherskia_triton"
"1973","Tylomys_mirae"
"1974","Tylomys_nudicaudus"
"1975","Tylomys_panamensis"
"1976","Tylomys_watsoni"
"1977","Typhlomys_cinereus"
"1978","Uranomys_ruddi"
"1979","Urocitellus_armatus"
"1980","Urocitellus_beldingi"
"1981","Urocitellus_columbianus"
"1982","Urocitellus_elegans"
"1983","Urocitellus_mollis"
"1984","Urocitellus_parryii"
"1985","Urocitellus_richardsonii"
"1986","Urocitellus_townsendii"
"1987","Urocitellus_undulatus"
"1988","Urocitellus_washingtoni"
"1989","Uromys_boeadii"
"1990","Uromys_caudimaculatus"
"1991","Uromys_imperator"
"1992","Uromys_neobritannicus"
"1993","Uromys_porculus"
"1994","Uropsilus_andersoni"
"1995","Uropsilus_gracilis"
"1996","Uropsilus_investigator"
"1997","Vandeleuria_oleracea"
"1998","Vernaya_fulva"
"1999","Volemys_millicens"
"2000","Volemys_musseri"
"2001","Wiedomys_cerradensis"
"2002","Wiedomys_pyrrhorhinos"
"2003","Wilfredomys_oenax"
"2004","Xenomys_nelsoni"
"2005","Xenuromys_barbatus"
"2006","Xeromys_myoides"
"2007","Xerospermophilus_spilosoma"
"2008","Xerospermophilus_tereticaudus"
"2009","Xerus_erythropus"
"2010","Xerus_inauris"
"2011","Xerus_rutilus"
"2012","Zapus_hudsonius"
"2013","Zapus_princeps"
"2014","Zelotomys_hildegardeae"
"2015","Zelotomys_woosnami"
"2016","Zenkerella_insignis"
"2017","Zygodontomys_brevicauda"
"2018","Zygodontomys_brunneus"
"2019","Zyzomys_argurus"
"2020","Zyzomys_maini"
